,name,album,artist,release date,length,popularity,lyrics
10,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Gold (International Version),Four Tops,2005-01-01,160533,0,"

Uuh
Sugar pie, honey bunch
You know that I love you
I can't help myself
I love you and nobody else
In and out my life (In and out my life)
You come and you go (You come and you go)
Leaving just your picture behind
And I kissed it a thousand times
When you snap your finger or wink your eye
I come a-running to you
I'm tied to your apron strings
And there's nothing that I can do (Uuh)
Can't help myself (Noo)
No, I can't help myself (Ooh)
Can't
Sugar pie, honey bunch (Sugar pie, honey bunch)
I'm weaker than a man should be
I can't help myself
I'm a fool in love you see
Wanna tell you I don't love you
Tell you that we're through
And I've tried but every time I see your face
I get all choked up inside
When I call your name
Girl, it starts the flame
Burning in my heart, tearing it all apart
No matter how I try, my love I cannot hide
'Cause sugar pie, honey bunch (Sugar pie, honey bunch)
You know that I'm weak for you (Weak for you)
Can't help myself
I love you and nobody else (Uuh)
Sugar pie, honey bunch (Sugar pie, honey bunch)
Do anything you ask me to (Ask me to)
Can't help myself
I want you and nobody else (Uuh)
Sugar pie, honey bunch (Sugar pie, honey bunch)
You know that I love you (Love you)
I can't help myself
No, I can't help myself (Uuh)
Sugar pie, honey bunch (Sugar pie, honey bunch)
You know that I'm weak for you

"
11,(Your Love Keeps Lifting Me) Higher & Higher,The Ultimate Jackie Wilson,Jackie Wilson,2006,181066,66,"

Your love is lifting me higher

Your love, lifted me higher
Than I've ever, been lifted before
So keep it it up
Quench my desire
And I'll be at your side
Forever more

You know your love (your love keeps lifting me)
Keep on lifting (love keeps lifting me)
Higher (lifting me)
Higher and higher (higher)
I said your love (your love keeps lifting me)
Keep on (love keeps lifting me)
Lifting me (lifting me)
Higher and higher (higher)

Listen
Now once I was downhearted
Disappointment was my closest friend
But then you came and it soon departed
And you know he never
Showed his face again

That's why your love (your love keeps lifting me)
Keep on lifting me (love keeps lifting me)
Higher (lifting me)
Higher and higher (higher)
I said your love (your love keeps lifting me)
Keep on (love keeps lifting me)
Lifting me (lifting me)
Higher and higher (higher)

I'm so glad, I finally found you
Yes, that one in a million girl
And now with my loving arms around you
Honey, I can stand up
And face the world

Let me tell you, your love (your love keeps lifting me)
Keep on lifting me (love keeps lifting me)
Higher (lifting me)
Higher and higher (higher)
I said your love (your love keeps lifting me)
Keep on (love keeps lifting me)
Lifting me (lifting me)
Higher and higher (higher)

Alright, now sock it to me (lifting, lifting, lifting)
Alright, lift me up woman (your love keeps lifting me)
Keep my love going, now (lifting me)
Higher and higher
I said keep on lifting (lifting, lifting,lifting)
Lift me up mama (your love keeps lifting me)
Keep on lifting  (lifting me)
Higher and higher

"
12,To Love Somebody,Bee Gees' 1st,Bee Gees,1967-07-14,182000,0,"

[Verse 1: Barry Gibb]
There's a light
A certain kind of light
That never shone on me
I want my life to be lived with you
Lived with you
There's a way everybody say
To do each and every little thing
But what does it bring
If I ain't got you, ain't got you? Hey babe

[Chorus]
You don't know what it's like, baby
You don't know what it's like
To love somebody
To love somebody
The way I love you

[Verse 2: Barry Gibb]
In my brain
I see your face again
I know my frame of mind
You ain't got to be so blind
And I'm blind, so so sorrily blind
I'm a man, can't you see
What I am
I live and I breathe for you
But what good does it do
If I ain't got you, ain't got? Hey babe

[Chorus]
You don't know what it's like, baby
You don't know what it's like
To love somebody
To love somebody
The way I love you

Oooooohhhhhhhhhhhhhhhh

[Chorus: Barry Gibb & Robin Gibb]
You don't know what it's like, baby
You don't know what it's like
To love somebody
To love somebody
The way I love you
(Noo noo no-no nooo nooooo)

[Outro]
You don't know what it's like, baby
You don't know what it's like
To love somebody
To love somebody
The way I love you

"
13,You Can't Hurry Love,The Supremes A' Go-Go (Expanded Edition),The Supremes,1966-08-25,167933,73,"

[Intro]
I need love, love
To ease my mind
I need to find, find
Someone to call mine
But mama said

[Chorus]
You can't hurry love
No, you just have to wait
She said love don't come easy
It's a game of give and take
You can't hurry love
No, you just have to wait
You got to trust, give it time
No matter how long it takes

[Verse 1]
But how many heartaches must I stand
Before I find a love
To let me live again
Right now the only thing
That keeps me hangin' on
When I feel my strength
Yeah, it's almost gone
I remember mama said

[Chorus]
You can't hurry love
No, you just have to wait
She said love don't come easy
It's a game of give and take
How long must I wait
How much more can I take
Before loneliness
Will cause my heart, heart to break?

[Verse 2]
No I can't bear
To live my life alone
I grow impatient for a love
To call my own
But when I feel that I
I can't go on
These precious words keeps me hangin' on
I remember mama said

[Chorus]
You can't hurry love
No, you just have to wait
She said love don't come easy
It's a game of give and take
You can't hurry love
No, you just have to wait
She said trust, give it time
No matter how long it takes
(Now wait)

[Bridge]
No, love, love
Don't come easy
But I keep on waiting
Anticipating
For that soft voice
To talk to me at night
For some tender arms
To hold me tight
I keep waiting
I keep on waiting (Ooh, until that day)
But it ain't easy
It ain't easy
But mama said

[Chorus]
You can't hurry love
No, you just have to wait
She said trust, give it time
No matter how long it takes
You can't hurry love
No, you just have to wait
She said love don't come easy
It's a game of give and take
(repeat and fade)

"
14,For Once In My Life,For Once In My Life,Stevie Wonder,1968-12-01,169800,71,"

For once in my life I have someone who needs me
Someone I've needed so long
For once, unafraid, I can go where life leads me
And somehow I know I'll be strong

For once I can touch what my heart used to dream of
Long before I knew
Oh, someone warm like you
Would make my dreams come true

For once in my life I won't let sorrow hurt me
Not like it's hurt me before
For once, I have something I know won't desert me
I'm not alone anymore

For once, I can say, this is mine, you can't take it
As long as I know I have love, I can make it
For once in my life, I have someone who needs me
Someone who needs me

Hey, hey, hey, hey yeah
Oh, I'm in love, baby

[Harmonica solo: Stevie Wonder]

For once in my life I won't let sorrow hurt me
Not like it's hurt me before
For once, I have something I know won't desert me
I'm not alone anymore
For once, I can say, this is mine, you can't take it
As long as I know I have love, I can make it
For once in my life, I have someone who needs me

Someone who needs me
For once in my life
Somebody that needs me
For once in my life

"
15,Homeward Bound,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,1966-10-10,149613,63,"

[Verse 1]
I'm sittin' in the railway station
Got a ticket for my destination, mmm
On a tour of one night stands
My suitcase and guitar in hand
And every stop is neatly planned
For a poet and a one man band

[Chorus]
Homeward bound
I wish I was
Homeward bound
Home, where my thought's escaping
Home, where my music's playing
Home, where my love lies waiting
Silently for me

[Verse 2]
Everyday's an endless stream
Of cigarettes and magazines, Mmm
And each town looks the same to me
The movies and the factories
And every stranger's face I see
Reminds me that I long to be

[Chorus]
Homeward bound
I wish I was
Homeward bound
Home, where my thought's escaping
Home, where my music's playing
Home, where my love lies waiting
Silently for me

[Verse 3]
Tonight I'll sing my songs again
I'll play the game and pretend, mmm
But all my words come back to me
In shades of mediocrity
Like emptiness in harmony
I need someone to comfort me

[Chorus]
Homeward bound
I wish I was
Homeward bound
Home, where my thought's escaping
Home, where my music's playing
Home, where my love lies waiting
Silently for me
Silently for me

"
16,Dancing In The Street - Single Version,The Ultimate Collection: Martha Reeves & The Vandellas,Martha Reeves & The Vandellas,1998-01-01,160306,0,"

Callin' out around the world
Are you ready for a brand new beat?
Summer's here and the time is right
For dancin' in the street

They're dancin' in Chicago
Down in New Orleans
In New York city

All we need is music, sweet music
There'll be music everywhere
There'll be swingin', swayin' and records playin'
Dancin' in the street

Oh, it doesn't matter what you wear
Just as long as you are there
So come on, every guy grab a girl
Everywhere, around the world

There'll be dancin'
They're dancin' in the street

This is an invitation across the nation
A chance for folks to meet
There'll be laughin', singin' and music swingin'
Dancin' in the street

Philadelphia P. A
Baltimore and D. C. Now
Can't forget the motor city

All we need is music, sweet music
There'll be music everywhere
There'll be swingin', swayin' and records playin'
Dancin' in the street

Oh, it doesn't matter what you wear
Just as long as you are there
So come on, every guy grab a girl
Everywhere, around the world

They're dancin'
They're dancin' in the street
Way down in L. A
Every day they're dancin' in the street

Let's form a big strong line and get in time
We're dancin' in the street
Across the ocean blue, me and you
We're dancin' in the street

"
17,"Oh, Pretty Woman","Oh, Pretty Woman",Roy Orbison,1962,178933,72,"

[Instrumental Intro]

[Verse 1]
Pretty woman walking down the street
Pretty woman, the kind I'd like to meet
Pretty woman, I don't believe you, you're not the truth
No one could look as good as you
Mercy!

[Verse 2]
Pretty woman, won't you pardon me?
Pretty woman, I couldn't help but see
Pretty woman, that you look lovely as can be
Are you lonely just like me?

[Bridge]
Pretty woman, stop a while
Pretty woman, talk a while
Pretty woman, give your smile to me
Pretty woman, yeah, yeah, yeah
Pretty woman, look my way
Pretty woman, say you'll stay with me
'Cause I need you, I'll treat you right
Come with me, baby, be mine tonight

[Verse 3]
Pretty woman, don't walk on by
Pretty woman, don't make me cry
Pretty woman, don't walk away, hey
Okay, if that's the way it must be, okay

[Instrumental Bridge]

[Outro]
I guess I'll go on home, it's late
There'll be tomorrow night
But wait! What do I see?
Is she walking back to me?
Yeah, she's walking back to me
Oh woah, pretty woman

"
18,"Everybody's Talkin' - From ""Midnight Cowboy""",Aerial Ballett,Harry Nilsson,1968,164813,0,"

Everybody's talking at me
I don't hear a word they're saying
Only the echoes of my mind

People stopping, staring
I can't see their faces
Only the shadows of their eyes

I'm going where the sun keeps shining
Through the pouring rain
Going where the weather suits my clothes

Banking off of the northeast winds
Sailing on a summer breeze
And skipping over the ocean like a stone

Wah, wah wah-wah wah
Wah-wah wah-wah, wah wah-wah
Wahhh

I'm going where the sun keeps shining
Through the pouring rain
Going where the weather suits my clothes

Banking off of the northeast winds
Sailing on a summer breeze
And skipping over the ocean like a stone

Everybody's talking at me
Can't hear a word they're saying
Only the echoes of my mind

I won't let you leave my love behind
No, I won't let you leave
Wah, wah
I won't let you leave my love behind

"
19,Twistin' the Night Away,The Man Who Invented Soul,Sam Cooke,2000-09-26,159893,49,"

[Verse 1]
Let me tell you about a place
Somewhere up a New York way
Where the people are so gay
Twisting the night away
Here they have a lot of fun
Putting trouble on the run
Man, you find the old and young
Twisting the night away

[Chorus]
They're twistin', twistin'
Everybody's feeling great
They're twistin', twistin'
They're twistin' the night away

[Verse 2]
Here's a man in evening clothes
How he got here, I don't know, but
Man, you oughta see him go
Twisting the night away
He's dancing with a chick in slacks
She's moving up and back
Oh, man, there ain't nothing like
Twisting the night away

[Chorus]
They're twistin', twistin'
Everybody's feeling great
They're twistin', twistin'
They're twistin' the night

[Bridge]
Let's twist a while
Lean up
Lean back
Lean up
Lean back
Watusi
Now fly
Now twist
They're twistin' the night away

[Verse 3]
Here's a fella in blue jeans
Dancing with an older queen
Who's dolled up in her diamond rings and
Twisting the night away
Man, you oughta see her go
Twisting to the rock and roll
Here you find the young and old
Twisting the night away

[Chorus]
They're twistin', twistin', man
Everybody's feeling great
They're twistin', twistin'
They're twistin' the night

[Outro]
One more time
Lean up
Lean back
Lean up
Lean back
Watusi
Now fly
Now twist

"
20,You've Lost That Lovin' Feelin',The Very Best Of The Righteous Brothers - Unchained Melody,The Righteous Brothers,1990,225426,57,"

[Verse 1]
You never close your eyes anymore when I kiss your lips
And there's no tenderness like before in your fingertips
You're trying hard not to show it (baby)
But baby, baby I know it

[Chorus]
You've lost that lovin' feeling
Whoa, that lovin' feeling
You've lost that lovin' feeling
Now it's gone, gone, gone, whoa

[Verse 2]
Now there's no welcome look in your eyes when I reach for you
And now you're starting to criticize little things I do
It makes me just feel like crying (baby)
'Cause, baby, something beautiful's dying

[Chorus]
You lost that lovin' feeling
Whoa, that lovin' feeling
You've lost that lovin' feeling
Now it's gone, gone, gone, whoa

[Bridge]
Baby, baby, I'd get down on my knees for you
If you would only love me like you used to do, yeah
We had a love, a love, a love you don't find everyday
So don't, don't, don't, don't let it slip away
Baby (baby), baby (baby)
I beg of you, please, please
I need your love (I need your love)
I need your love (I need your love)
So bring it on back (So bring it on back)
Bring it on back (so bring it on back)

[Chorus]
Bring back that lovin' feeling
Whoa, that lovin' feeling
Bring back that lovin' feeling
Cause it's gone, gone, gone
And I can't go on, no
Bring back that lovin' feeling
Whoa, that lovin' feeling
Bring back that lovin' feeling
Cause it's gone, gone...

"
21,Leaving on a Jet Plane,Album 1700,"Peter, Paul and Mary",1967-10-31,207240,60,"

All my bags are packed I'm ready to go
I'm standin' here outside your door
I hate to wake you up to say goodbye
But the dawn is breakin' it's early morn
The taxi's waitin' he's blowin' his horn
Already I'm so lonesome I could cry

So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh baby, I hate to go

There's so many times I've let you down
So many times I've played around
I tell you now, they don't mean a thing
Every place I go, I'll think of you
Every song I sing, I'll sing for you
When I come back, I'll wear your wedding ring

So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go

Now the time has come to leave you
One more time let me kiss you
Close your eyes I'll be on my way
Dream about the days to come
When I won't have to leave alone
About the times, I won't have to say

So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh baby, I hate to go

Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh baby, I hate to go

"
22,Save the Last Dance for Me,Save the Last Dance for Me,The Drifters,2005-02-08,154960,58,"

You can dance
Every dance with the guy
Who gives you the eye
Let him hold you tight

You can smile
Every smile for the man
Who held your hand
'Neath the pale moonlight

But don't forget who's taking you home
And in whose arms you're gonna be
So darlin'
Save the last dance for me, mmm

Oh, I know (Oh, I know)
That the music's fine
Like sparkling wine
Go and have your fun

Laugh and sing (Yes, I know)
But while we're apart
Don't give your heart
To anyone

But don't forget who's taking you home
And in whose arms you're gonna be
So darlin'
Save the last dance for me, mmm

Baby, don't you know I love you so?
Can't you feel it when we touch?
I will never, never let you go
I love you, oh, so much

You can dance (You can dance)
Go and carry on
Till the night is gone
And it's time to go

If he asks (You can dance)
If you're all alone
Can he take you home
You must tell him no

'Cause don't forget who's taking you home
And in whose arms you're gonna be
So darlin'
Save the last dance for me

'Cause don't forget who's taking you home
And in whose arms you're gonna be
So darlin'
Save the last dance for me, mmm

Save the last dance for me, mmm
Save the last dance for me

"
23,I Heard It Through The Grapevine,In The Groove,Marvin Gaye,1968-08-26,194293,71,"

[Verse 1]
I bet you're wondering how I knew
'Bout your plans to make me blue
With some other guy you knew before
Between the two of us guys
You know I love you more
It took me by surprise, I must say
When I found out yesterday
Don't you know that

[Chorus]
I heard it through the grapevine
Not much longer would you be mine
Oh, I heard it through the grapevine
Oh, and I'm just about to lose my mind
Honey, honey, yeah (heard it through the grapevine not much longer would you be my baby)

[Verse 2]
I know a man ain't supposed to cry
But these tears I can't hold inside
Losing you would end my life you see
Because you mean that much to me
You could have told me yourself
That you love someone else
Instead

[Chorus]
I heard it through the grapevine
Not much longer would you be mine
Oh, I heard it through the grapevine
And I'm just about to lose my mind
Honey, honey yeah (heard it through the grapevine not much longer would you be my baby)

[Verse 3]
People say ""believe half of what you see
Son and none of what you hear""
But I can't help being confused
If it's true please tell me dear:
Do you plan to let me go
For the other guy you loved before?
Don't you know

[Chorus]
I heard it through the grapevine
Not much longer would you be mine, baby
I heard it through the grapevine
I'm just about to lose my mind
Honey, honey, yeah (heard it through the grapevine not much longer would you be my baby)

[Outro]
Honey, Honey, I know (heard it through the grapevine not much longer would you be my baby)
That you're letting me go (yeah, yeah, yeah)
Said I heard it through the grapevine (heard it through the grapevine not much longer would you be my baby)
Oh, heard it thought the grapevine (yeah, yeah, yeah)

"
