,name,album,artist,release date,length,popularity,lyrics
10,Ride Captain Ride,Open (US Internet Release),Blues Image,1970,225560,54,"

{Intro}

Seventy-three men sailed up from the San Francisco Bay
Rolled off of their ship, and here's what they had to say
""We're callin' everyone to ride along to another shore
We can laugh our lives away and be free once more""

But no one heard them callin', no one came at all
Cause they were too busy watchin' those old raindrops fall
As a storm was blowin' out on the peaceful sea
Seventy-three men sailed off to history

Ride, captain ride upon your mystery ship
Be amazed at the friends you have here on your trip
Ride captain ride upon your mystery ship
On your way to a world that others might have missed

{Bridge}

Seventy-three men sailed up from the San Francisco Bay
Rolled off of their ship, and here's what they had to say
""We're callin' everyone to ride along to another shore
We can laugh our lives away and be free once more""

But no one heard them callin', no one came at all
Cause they were too busy watchin' those old raindrops fall
As a storm was blowin' out on the peaceful sea
Seventy-three men sailed off to history

Ride, captain ride upon your mystery ship
Be amazed at the friends you have here on your trip
Ride captain ride upon your mystery ship
On your way to a world that others might have missed

Ride, captain ride upon your mystery ship
Be amazed at the friends you have here on your trip

{Outro}

"
11,Make It with You,On the Waters,Bread,1970,192200,64,"

[Verse 1]
Hey, have you ever tried
Really reaching out for the other side?
I may be climbing on rainbows
But baby, here goes

[Pre-Chorus 1]
Dreams they're for those who sleep
Life is for us to keep
And if you're wondering what this all is leading to

[Chorus]
I wanna make it with you
I really think that we could make it, girl

[Verse 2]
No, you don't know me well
And every little thing only time will tell
If you believe the things that I do
And we'll see it through

[Pre-Chorus 2]
Life can be short or long
Love can be right or wrong
And if I chose the one I'd like to help me through

[Chorus]
I'd like to make it with you
I really think that we could make it, girl

[Instrumental Break]
2:03 - 2:26

[Pre-Chorus 1]
Baby, you know that
Dreams they're for those who sleep
Life, it's for us to keep
And if I chose the one I'd like to help me through

[Chorus]
I'd like to make it with you
I really think that we could make it, girl

"
12,All Right Now,Fire And Water,Free,1970-06-26,330643,69,"

Oh, whoa, whoa
Ow
Mm!

There she stood in the street
Smiling from her head to her feet
I said-ah, hey, what is this?
Now baby, maybe, maybe she's in need of a kiss

I said-ah, ""Hey, what's your name baby?
Maybe we can see things the same
Now don't you wait or hesitate
Let's move before they raise the parking rate.""
Ow!

All right now
Baby, it's-ah all right now
Mm!
All right now
Baby, it's-ah all right now
Whoa, ooh

Let me tell you all about it now
Mm!

I took her home to my place
Watching every move on her face
She said, ""Look, what's your game, baby?
Are you tryin' to put me in shame?""

I said, ""Slow, don't go so fast
Don't you think that love can last?""
She said, ""Love, Lord above
Huh, now you're trying to trick me in love""
Ow!

All right now
Baby, it's-ah all right now
All right now
Baby, it's-ah all right now

Yeah, it's all right now
Yeah!

Hoo!
Oh yeah, ow!
Let me tell you all about it, now
Ow!
Yeah

Took her home, yeah, to my place
Watching every move on her face
She said, ""Look, uh, what's your game?
Are you trying to put me in shame?""

""Baby,"" I said, ""Slow, slow, don't go so fast, huh
Don't you think that love can last?""
She said, ""Love, Lord above
Now he's trying to trick me in love""
Yeah!

All right now
Baby, it's-ah all right now, yeah
All right now
Baby, it's-ah all right now

All right now
It's all right, it's all right, it's all right
All right now
All right now
It's all right, it's all right, it's all right

"
13,Woodstock,Deja Vu,"Crosby, Stills, Nash & Young",1970-03-11,233773,55,"

Well, I came upon a child of God
He was walking along the road
And I asked him, ""tell me, where are you going?""
This he told me

Said, ""I'm going down to Yasgur's Farm
Gonna join in a rock and roll band
Got to get back to the land
And set my soul free""

We are stardust, we are golden
We are billion-year-old carbon
And we've got to get ourselves
Back to the garden

Well, then can I walk beside you?
I have come to lose the smog
And I feel myself a cog
In somethin' turning

And maybe it's the time of year
Yes, and maybe it's the time of man
And I don't know who I am
But life is for learning

We are stardust, we are golden
We are billion-year-old carbon
And we got to get ourselves
Back to the garden

We are stardust, we are golden
We are billion-year-old carbon
And we got to get ourselves
Back to the garden

By the time we got to Woodstock
We were half a million strong
And everywhere was a song
And a celebration

And I dreamed I saw the bomber jet planes
Riding shotgun in the sky
Turning into butterflies
Above our nation

We are stardust, we are golden
We are caught in the devil's bargain
And we got to get ourselves
Back to the garden

"
14,In the Summertime,In the Summertime,Mungo Jerry,1970-01-01,211880,68,"

[Chorus]
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh

[Verse 1]
In the summertime when the weather is high
You can stretch right up and touch the sky
When the weather's fine
You got women, you got women on your mind
Have a drink, have a drive
Go out and see what you can find

[Verse 2]
If her daddy's rich, take her out for a meal
If her daddy's poor, just do what you feel
Speed along the lane
Do a ton or a ton an' twenty-five
When the sun goes down
You can make it, make it good in a lay-by

[Verse 3]
We're not bad people
We're not dirty, we're not mean
We love everybody, but we do as we please
When the weather's fine
We go fishin' or go swimmin' in the sea
We're always happy
Life's for livin', yeah, that's our philosophy

[Verse 4]
Sing along with us
Dee dee dee-dee dee
Dah dah dah-dah dah
Yeah, we're hap— happy
Dah dah-dah
Dee-dah-do dee-dah-do dah-do-dah (yeah)
Dah-do-dah-dah-dah (alright, alright)
Dah-dah-dah do-dah-dah
Alright

[Chorus]
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh

[Verse 5]
When the winter's here, yeah, it's party time
Bring your bottle, wear your bright clothes
It'll soon be summertime
And we'll sing again
We'll go drivin' or maybe we'll settle down
If she's rich, if she's nice
Bring your friends and we'll all go into town

[Motorcycle noise]

[Chorus]
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh, uh
Chh chh-chh, uh, chh chh-chh

[Verse 1]
In the summertime when the weather is high
You can stretch right up and touch the sky
When the weather's fine
You got women, you got women on your mind
Have a drink, have a drive
Go out and see what you can find

[Verse 2]
If her daddy's rich, take her out for a meal
If her daddy's poor, just do what you feel
Speed along the lane
Do a ton or a ton an' twenty-five
When the sun goes down
You can make it, make it good in a lay-by

[Verse 3]
We're not bad people
We're not dirty, we're not mean
We love everybody, but we do as we please
When the weather's fine
We go fishin' or go swimmin' in the sea
We're always happy
Life's for livin', yeah, that's our philosophy

[Verse 4]
Sing along with us
Dee dee dee-dee dee
Dah dah dah-dah dah
Yeah, we're hap— happy
Dah dah-dah
Dee-dah-do dee-dah-do dah-do-dah (yeah)
Dah-do-dah-dah-dah (Alright, alright)
Dah-dah-dah do-dah-dah
Yeah, alright

"
15,Band Of Gold (Single Mix),Band Of Gold,Freda Payne,1970,178093,51,"

Now that you're gone
All that's left is a band of gold
All that's left of the dreams I hold
Is a band of gold
And the memories of what love could be
If you were still here with me

You took me from the shelter of my mother
I had never known or loved any other
We kissed after taking vows
But that night on our honeymoon
We stayed in separate rooms

I wait in the darkness of my lonely room
Filled with sadness, filled with gloom
Hoping soon
That you'll walk back through that door
And love me like you tried before

Since you've been gone
All that's left is a band of gold
All that's left of the dreams I hold
Is a band of gold
And the dream of what love could be
If you were still here with me

Ohh

Don't you know that I wait
In the darkness of my lonely room
Filled with sadness, filled with gloom
Hoping soon
That you'll walk back through that door
And love me like you tried before

Since you've been gone
All that's left is a band of gold
All that's left of the dreams I hold
Is a band of gold
And the dream of what love could be
If you were still here with me

Since you've been gone
All that's left is a band of gold

"
16,Lookin' Out My Back Door,Cosmo's Factory,Creedence Clearwater Revival,1970-07-25,152453,68,"

[Verse 1]
Just got home from Illinois, lock the front door, oh boy
Got to sit down, take a rest on the porch
Imagination sets in, pretty soon I'm singing
Doot, doot, doo, looking out my back door

[Verse 2]
There's a giant doing cartwheels
A statue wearing high heels
Look at all the happy creatures dancing on the lawn
A dinosaur Victrola, listening to Buck Owens
Doot, doot, doo, looking out my back door

[Bridge 1]
Tambourines and elephants are playing in the band
Won't you take a ride on the flying spoon?
Doot, doo doo
A wondrous apparition, provided by magician
Doot, doot, doo, looking out my back door

[Guitar solo]

[Bridge 2]
Tambourines and elephants are playing in the band
Won't you take a ride on the flying spoon?
Doot, doo doo
Bother me tomorrow, today I'll buy no sorrows
Doot, doot, doo, looking out my back door

[Verse 3]
Forward troubles Illinois, lock the front door, oh boy
Look at all the happy creatures dancing on the lawn
Bother me tomorrow, today I'll buy no sorrows
Doot, doot, doo, looking out my back door

"
17,Ain't No Mountain High Enough,Diamond Diana: The Legacy Collection,Diana Ross,2017-11-17,215200,56,"

[Verse 1:]
If you need me, call me
No matter where you are
No matter how far
Just call my name
I'll be there in a hurry
On that you can depend and never worry
You see, my love is alive
It's like a seed that only needs the thought of you to grow
So if you feel the need for company
Please, my darling, let it be me

[Verse 2:]
I may not be able to express
The depth of the love I feel for you
But a writer put it very nicely
When he was away from the one he loved
He sat down and wrote these words

[Bridge:]
No wind, (no wind) no rain, (no rain)
Nor winter's cold
Can stop me, babe (oh, babe) baby (baby)
If you're my goal

No wind, no rain
Can stop
If you want to go

[Verse 3:]
I know, I know you must follow the sun
Wherever it leads
But remember
If you should fall short of your desires
Remember life holds for you one guarantee
You'll always have me

And if you should miss my love
One of these old days
If you should ever miss the arms
That used to hold you so close, or the lips
That used to touch yours so tenderly
Just remember what I told you
The day I set you free

[Refrain 1:]
Ain't no mountain high enough, aah
Ain't no valley low enough
Ain't no river wide enough
To keep me from you

Ain't no mountain high enough
Ain't no valley low enough (say it again)
Ain't no river wide enough
To keep me from you

[Refrain 2:]
Ain't no mountain high enough
Nothing can keep me
To keep me from you

[Refrain 3:]
Ain't no mountain high enough
Ain't no valley low enough (one more time)
Ain't no river wide enough (say it again)
To keep me from you

[Outro]
Ain't no mountain high enough
Nothing can keep me
To keep me from you
Nothing in this world

"
18,Rainy Night in Georgia,Brook Benton Today,Brook Benton,1970,233573,51,"

[Verse 1]
Hoverin' by my suitcase
Tryin' to find a warm place
To spend the night
Heavy rain fallin'
Seems I hear your voice callin'
It's all right

[Chorus]
A rainy night in Georgia
A rainy night in Georgia
It seems like it's rainin' all over the world
I feel like it's rainin' all over the world

[Verse 2]
Neon signs a-flashin'
Taxicabs and buses
Passin' through the night
A distant moanin' of a train
Seems to play a sad refrain
To the night

[Chorus]
A rainy night in Georgia
Such a rainy night in Georgia
Lord, I believe it's rainin' all over the world
I feel like it's rainin' all over the world

[Bridge]
How many times I wondered
It still comes out the same
No matter how you look at it, or think of it
It's life, and you just got to play the game

[Verse 3]
I find me a place in a boxcar
So I take my guitar
To pass some time
Late at night, when it's hard to rest
I hold your picture to my chest
And I feel fine (I)

[Chorus]
But it's a rainy night in Georgia
Baby, it's a rainy night in Georgia
I feel it's rainin' all over the world
Kind of lonely now
And it's rainin' all over the world
Oh, have you ever been lonely, people?
And you feel that it was rainin' all over this man's world

[Outro]
You're talking 'bout
A-rainin', rainin', rainin', rainin', rainin', rainin'
Rainin', rainin', rainin', rainin', rainin'
A-rainin', a-rainin', rainin' over the world
I said now, rainin', rainin', rainin', rainin', rainin', rainin'

"
19,Spirit In The Sky,Spirit In The Sky,Norman Greenbaum,1969-01-01,242893,73,"

[Verse 1]
When I die and they lay me to rest
Gonna go to the place that's the best
When I lay me down to die
Goin' up to the spirit in the sky

[Chorus]
Goin' up to the spirit in the sky
That's where I'm gonna go when I die
When I die and they lay me to rest
I'm gonna go to the place that's the best

[Verse 2]
Prepare yourself you know it's a must
Gotta have a friend in Jesus
So you know that when you die
He's gonna recommend you
To the spirit in the sky

[Chorus]
Gonna recommend you
To the spirit in the sky
That's where you're gonna go when you die
When you die and they lay you to rest
You're gonna go to the place that's the best

[Instrumental]

[Verse 3]
Never been a sinner, I never sinned
I got a friend in Jesus
So you know that when I die
He's gonna set me up
With the spirit in the sky

[Chorus]
Oh set me up with the spirit in the sky
That's where I'm gonna go when I die
When I die and they lay me to rest
I'm gonna go to the place that's the best
Go to the place that's the best

[Instrumental]

"
20,No Matter What - Remastered 2010,No Dice (Remastered 2010 / Deluxe Edition),Badfinger,1970-11-09,180546,60,"

No matter what you are
I will always be with you
Doesn't matter what you do girl, oh girl with you
No matter what you do
I will always be around

Won't you tell me what you found girl, oh girl won't you
Knock down the old brick wall, and be a part of it all
Nothing to say, nothing to see, nothing to do
If you would give me all, as I would give it to you
Nothing would be, nothing would be, nothing would be

No matter where you go
There will always be a place
Can't you see in my face girl, oh girl don't you
Knock down the old brick wall, and be a part of it all
Nothing to say, nothing to see, nothing to do
If you would give me all, as I would give it to you
Nothing would be, nothing would be, nothing would be

No matter what you are
I will always be with you
Doesn't matter what you do girl, oh girl want you
Oh girl, you girl, want you
Oh girl, you girl, want you

"
21,Make Me Smile,Chicago IX: Chicago's Greatest Hits,Chicago,1975-11-10,182066,37,"

[Verse 1: Terry Kath]
Children play in the park, they don't know
I'm alone in the dark, even though
Time and time again I see your face smiling inside-ide

[Chorus 1: Bandmates, (Terry Kath), All]
I'm so happy (Oh yeah)
That you love me (Oh yeah)
Life is lovely (It is, oh)
When you're near me
Tell me, you will stay?
Make me smile

[Verse 2: Terry Kath]
Living life is just a game, so they say, hey
All the games we used to play
Fade away, ooh
We may now enjoy those dreams we shared so long ago

[Chorus 2: Bandmates, (Terry Kath), All]
Oh, my darling (Oh oh)
Got to have you (Yeah yeah)
Feel the magic (Ooh ooh whoa)
When I hold you (Hold you)
Cry sweet tears of joy
Touch the sky

[Brass Solo]

[Guitar Solo]

[Chorus 3: Terry Kath]
Now I need you
More than ever
No more crying
We're together
Tell me, you will stay
Make me smile

"
