,name,album,artist,release date,length,popularity,lyrics
160,Hopeless Wanderer,Babel (Deluxe Version),Mumford & Sons,2012-09-21,307853,51,"

You heard my voice
I came out of the woods by choice
Shelter also gave their shade
But in the dark I have no name

So leave that click in my head
And I will remember the words that you said
Left a clouded mind and a heavy heart
But I was sure we could see a new start

[Hook]
So when your hope's on fire
But you know your desire
Don't hold a glass over the flame
Don't let your heart grow cold
I will call you by name
I will share your road

But hold me fast, hold me fast
'Cause I'm a hopeless wanderer
And hold me fast, hold me fast
'Cause I'm a hopeless wanderer

I wrestled long with my youth
We tried so hard to live in the truth
But do not tell me all is fine
When I lose my head, I lose my spine

So leave that click in my head
And I won't remember the words that you said
You brought me out from the cold
Now, how I long, how I long to grow old

[Hook]
So when your hope's on fire
But you know your desire
Don't hold a glass over the flame
Don't let your heart grow cold
I will call you by name
I will share your road

But hold me fast, hold me fast
'Cause I'm a hopeless wanderer
And hold me fast, hold me fast
'Cause I'm a hopeless wanderer
And I will learn, I will learn to love the skies I'm under
And I will learn, I will learn to love the skies I'm under
The skies I'm under

"
161,On Top Of The World,Night Visions (Deluxe),Imagine Dragons,2012-09-04,189840,54,"

[Verse 1]
If you love somebody
Better tell them while they're here 'cause
They just may run away from you
You'll never know quite when, well
Then again, it just depends on
How long of time is left for you
I've had the highest mountains
I've had the deepest rivers
You can have it all, but life keeps moving

[Pre-Chorus]
Now take it in but don't look down...

[Chorus]
'Cause I'm on top of the world, hey
I'm on top of the world, hey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, hey
Been holding it in for a while, hey
Take you with me if I can
Been dreaming of this since a child
I'm on top of the world

[Verse 2]
I've tried to cut these corners
Try to take the easy way out
I kept on falling short of something
I could've gave up then, but
Then again, I couldn't have 'cause
I've traveled all this way for something

[Pre-Chorus]
Now take it in, but don't look down...

[Chorus]
'Cause I'm on top of the world, hey
I'm on top of the world, hey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, hey
Been holding it in for a while, hey
Take you with me if I can
Been dreaming of this since a child
I'm on top of the world

[Post-Chorus]
Oh-woah, oh-oh, oh-oh
Oh-woah, oh-oh

[Chorus]
'Cause I'm on top of the world, hey
I'm on top of the world, hey
Waiting on this for a while now
Paying my dues to the dirt
I've been waiting to smile, hey
Been holding it in for a while, hey
Take you with me if I can
Been dreaming of this since a child

[Bridge]
And I know it's hard when you're falling down
And it's a long way up when you hit the ground, but
Get up, now, get up, get up, now
And I know it's hard when you're falling down
And it's a long way up when you hit the ground, but
Get up, now, get up, get up, now

[Outro]
'Cause I'm on top of the world, hey
(And I know it's hard when you're falling down)
I'm on top of the world, hey
(And it's a long way up when you hit the ground, but)
Waiting on this for a while now
(Get up, now, get up)
Paying my dues to the dirt
(Get up, now)
I've been waiting to smile, hey
(And I know it's hard when you're falling down)
Been holding it in for a while, hey
(And it's a long way up when you hit the ground, but)
Take you with me if I can
(Get up, now, get up)
Been dreaming of this since a child
(Get up, now)
I'm on top of the world

"
162,King And Lionheart,My Head Is An Animal,Of Monsters and Men,2012-01-01,273853,59,"

[Intro: Nanna Bryndís Hilmarsdóttir, Nanna & Ragnar Þórhallsson]
Taking over this town, they should worry
But these problems aside, I think I taught you well
That we won't run, and we won't run, and we won't run

[Verse 1: Nanna, Nanna & Ragnar]
And in the winter night sky, ships are sailing
Looking down on these bright blue city lights
And they won't wait, and they won't wait, and they won't wait
We're here to stay, we're here to stay, we're here to stay

[Chorus: Nanna & Ragnar]
Howling ghosts, they reappear
In mountains that are stacked with fear
But you're a king and I'm a lionheart
A lionheart

[Verse 2: Nanna, Nanna & Ragnar]
His crown lit up the way as we moved slowly
Past the wondering eyes of the ones that were left behind
Though far away, though far away, though far away
We're still the same, we're still the same, we're still the same

[Chorus: Nanna & Ragnar]
Howling ghosts, they reappear
In mountains that are stacked with fear
But you're a king and I'm a lionheart

[Post-Chorus: Nanna & Ragnar]
And in the sea that's painted black
Creatures lurk below the deck
But you're a king and I'm a lionheart
And as the world comes to an end
I'll be here to hold your hand
'Cause you're my king and I'm your lionheart
A lionheart
A lionheart
A lionheart
A lionheart
A lionheart
A lionheart
A lionheart
A lionheart

[Chorus: Nanna & Ragnar]
Howling ghosts, they reappear
In mountains that are stacked with fear
But you're a king and I'm a lionheart

[Post-Chorus: Nanna & Ragnar]
And in the sea that's painted black
Creatures lurk below the deck
But you're a king and I'm a lionheart
A lionheart
A lionheart
A lionheart
A lionheart
A lionheart
A lionheart
A lionheart
A lionheart

"
163,She's so Mean,North (Deluxe Edition),Matchbox Twenty,2012-08-31,232320,59,"

[Verse 1]
I kn-kn-know a girl, she gets what she wants all the time
Cause she's fine
But for an angel, she's a hot hot mess
Make you so blind, but you don't mind

[Pre-Hook 1]
Cause she's an uptown, get-around, anything-goes girl, girl
She's a hardcore, candy-store, gimme-some-more girl, girl

[Pre-Hook 2]
She'll make you take her to the club, but then she leaves with her friends
She likes to stay late at the party, cause the fun never ends
And all her clothes are on the floor and all your records are scratched
She's like a one-way ticket cause you can't come back

[Hook]
Saying yeah... you want her, but she's so mean
(You’ll never let her go, why don’t you let her go?)
Yeah... you want her, but she's so mean
(You'll never let her go, why don't you let her go?)

[Verse 2]
You kn-kn-know that if you don’t shut your mouth, she’ll freak out
You better get your shit together, ‘cause she’s bringing you down now
Yeah boy you better, you better

[Pre-Hook 1]
Cause she's an uptown, get-around, anything-goes girl, girl
She's a hardcore, candy-store, gimme-some-more girl, girl

[Pre-Hook 3]
She’s got a wicked sense of humor, can’t believe what she says
She drinks Bacardi in the morning ‘til it goes to her head
And all you want is just to hold her, but she don’t go for that
She has a hard time coming when she can’t hit back

[Hook]
Saying yeah... you want her, but she's so mean
(You’ll never let her go, why don’t you let her go?)
Yeah... you want her, but she's so mean
(You'll never let her go, why don't you let her go?)

[Verse 3]
Every now and then, she makes you just a little bit crazy (crazy)
She’ll turn a knife into your back and then she’s calling you baby, crazy

[Pre-Hook 2]
She'll make you take her to the club, but then she leaves with her friends
She likes to stay late at the party, cause the fun never ends
And all her clothes are on the floor and all your records are scratched
She's like a one-way ticket cause you can't come back

[Hook]
Saying yeah... you want her, but she's so mean
(You’ll never let her go, why don’t you let her go?)
Yeah... you want her, but she's so mean
(You'll never let her go, why don't you let her go?)

[Outro]
Yeah man, I know how you want her (how you want her)
Yeah man, I know how you want her (how you want her)
Yeah man, I know how you want her
But she's so mean
(You'll never let her go, why don't you let her go?)

"
164,Lion,Notes From The Underground,Hollywood Undead,2012-01-01,234933,60,"

[Chorus: Danny]
I am a lion, and I want to be free
Do you see a lion when you look inside of me?
Outside the window just to watch you as you sleep
'Cause I am a lion born from things you cannot be
How can I sleep at night? There's a war inside my head
I found a lion hidden right beneath my bed
I will not hide myself from the tears that you have shed
'Cause I am a lion, and you are dead

[Verse 1: Johnny 3 Tears]
Here's a story of everything we'll ever be
You can hide, but some of us can never leave
And if you go, I don't need those little things
They remind me of all our little dreams
Can you hear the words? All I can say
We can watch the world even if they walk away
Forget about tomorrow, tomorrow is today
You were born a lion, and a lion you will stay

[Chorus: Danny]
I am a lion, and I want to be free
Do you see a lion when you look inside of me?
Outside the window just to watch you as you sleep
'Cause I am a lion born from things you cannot be

[Verse 2: Johnny 3 Tears]
Remember an army of all those little kids
Living life like they only get a little bit
It's hard to fight when you're born in the middle, and
I'd rather die, won't watch you giving in
I'm sorry, daughter, but your father's not the same
I can look into your eyes, and I'll swear that I will change
But tomorrow is tomorrow, so forgive me if I stay
You can hide beneath the covers while I hide behind the pain

After all, only so much we can say
Words can lose their meaning once we walk away
Promise that you love me, watch me as I fade
I'll give you all those things that these liars never gave
Put the hands on the clock and the things we cannot change
Tear it all to pieces and take back what I made
If there's one thing I'd keep, it's you that I would save
'Cause I am just a lion, and a lion I will stay

[Chorus: Danny]
I am a lion, and I want to be free
Do you see a lion when you look inside of me?
Outside the window just to watch you as you sleep
'Cause I am a lion born from things you cannot be

[Bridge: Johnny 3 Tears]
Hey, I never meant to let go
All I want and you're all I ever wanna know
Can't hide in the attic of a pretty home
Of a pretty home, of a pretty home
Hey, I never meant to let go
All I want and you're all I ever wanna know
Can't hide in the attic of a pretty home
Of a pretty home, of a pretty home, hey

[Chorus: Danny]
I am a lion, and I want to be free
Do you see a lion when you look inside of me?
Outside the window just to watch you as you sleep
'Cause I am a lion born from things you cannot be

"
165,Anastasia,Apocalyptic Love,Slash,2012-05-11,367280,53,"

[Intro Solo]

[Verse 1]
Blood red sky on a desert road
Got to make my way down to Mexico
For, what I did, I know that it was wrong
The fire in my heart, it will never die
Everything I love will be left behind
No turning back, forever gone tonight

[Chorus]
All my love, Anastasia, Anastasia
This may be our last goodbye
You can't save me, I am fading
Blood is on my hands tonight

[Verse 2]
All I need is a miracle
Lawmen got me running now forever more
They'll hunt me down until the end of time
Oh my, mama, now I've got to go
Never love another how I've loved you so
I'm so afraid to leave this all behind

[Chorus]
All my love, Anastasia, Anastasia
This may be our last goodbye
You can't save me, I am fading
Blood is on my hands tonight

[Guitar Solo]

[Chorus]
All my love, Anastasia, Anastasia
This may be our last goodbye
You can't save me, I am fading
Blood is on my hands tonight
Anastasia, Anastasia
For your honor, took a life
You can't save me, I am fading
Blood is on my hands tonight

[Outro Solo]

"
166,Carry On,Some Nights,fun.,2012-02-14,278373,56,"

[Verse 1]
Well I woke up to the sound of silence
The cars were cutting like knives in a fist fight
And I found you with a bottle of wine
Your head in the curtains
And heart like the fourth of July
You swore and said
We are not
We are not shining stars
This I know
I never said we are
Though I've never been through hell like that
I've closed enough windows
To know you can never look back

[Chorus]
If you're lost and alone
Or you're sinking like a stone
Carry on
May your past be the sound
Of your feet upon the ground
Carry on
Carry on, carry on

[Verse 2]
So I met up with some friends
At the edge of the night
At a bar off 75
And we talked and talked
About how our parents will die
All our neighbors and wives
But I'd like to think
I can cheat it all
To make up for the times I've been cheated on
And it's nice to know
When I was left for dead
I was found and now I don't roam these streets
I am not the ghost you are to me

[Chorus]
If you're lost and alone
Or you're sinking like a stone
Carry on
May your past be the sound
Of your feet upon the ground and
Carry on

[Bridge]
Woah
My head is on fire
But my legs are fine
After all they are mine
Lay your clothes down on the floor
Close the door
Hold the phone
Show me how
No one's ever gonna stop us now

[Guitar solo]

[Bridge 2]
Cause we are
We are shining stars
We are invincible
We are who we are
On our darkest day
When we're miles away
So we'll come
We will find our way home

[Chorus]
If you're lost and alone
Or you're sinking like a stone
Carry on
May your past be the sound
Of your feet upon the ground and
Carry on

[Outro]
No one's ever gonna stop us now

"
167,Lost It All,Wretched and Divine: The Story Of The Wild Ones,Black Veil Brides,2012-01-01,319946,48,"

[Verse 1]
I ruled the world
With these hands I shook the heavens to the ground
I laid the gods to rest
I held the key to the kingdom
Lions guarding castle walls
Hail the king of death

[Chorus]
Then I lost it all
Dead and broken
My back's against the wall
Cut me open
I'm just trying to breathe
Just trying to figure it out
Because I built these walls to watch them crumbling down
I said, then I lost it all
And who can save me now?

[Verse 2]
I stood above
Another war
Another jewel upon the crown
I was the fear of men
But I was blind
I couldn't see the world there right in front of me
But now I can (Yeah)

[Chorus]
'Cause I lost it all
Dead and broken
My back's against the wall
Cut me open
I'm just trying to breathe
Just trying to figure it out
Because I built these walls to watch them crumbling down
I said, then I lost it all
Who can save me now? (Oh)

[Bridge]
I believe that we all fall down sometimes (Oh)
Can't you see (Can't you see it)
That we all fall down sometimes? (Oh, yeah, oh, yeah, oh yeah)
I believe that we all fall down sometimes (Oh)
(Can't you see, yeah) Can't you see that we all fall down sometimes? (Yeah, we all, yeah, we all fall down)

[Outro]
I believe that we all fall down sometimes, yeah

"
168,Flaws,All This Bad Blood,Bastille,2013-01-01,218800,53,"

[Verse 1]
When all of your flaws and all of my flaws
Are laid out one by one
A wonderful part of the mess that we made
We pick ourselves undone
All of your flaws and all of my flaws
They lie there hand in hand
Ones we've inherited, ones that we learn
They pass from man to man

[Pre-Chorus]
There's a hole in my soul
I can't fill it, I can't fill it
There's a hole in my soul
Can you fill it? Can you fill it?

[Chorus]
You have always worn your flaws upon your sleeve
And I have always buried them deep beneath the ground

[Post-Chorus]
Dig them up
Let's finish what we've started
Dig them up
So nothing's left unturned

[Verse 2]
All of your flaws and all of my flaws
When they have been exhumed
We'll see that we need them to be who we are
Without them, we'd be doomed

[Pre-Chorus]
There's a hole in my soul
I can't fill it, I can't fill it
There's a hole in my soul
Can you fill it? Can you fill it?

[Chorus]
You have always worn your flaws upon your sleeve
And I have always buried them deep beneath the ground

[Post-Chorus]
Dig them up
Let's finish what we've started
Dig them up
So nothing's left unturned

[Bridge]
Oh, oh, oh-oh, oh
Oh, oh, oh-oh, oh
When all of your flaws and all of my flaws are counted
When all of your flaws and all of my flaws are counted

[Chorus]
You have always worn your flaws upon your sleeve
And I have always buried them deep beneath the ground

[Post-Chorus]
Dig them up
Let's finish what we've started
Dig them up
So nothing's left unturned

[Breakdown]
Oh, oh, oh-oh, oh
Oh, oh, oh-oh, oh

[Outro]
All of your flaws and all of my flaws
Are laid out one by one
Look at the wonderful mess that we made
We pick ourselves undone

"
169,Tiptoe,Night Visions,Imagine Dragons,2012-09-04,194200,56,"

[Intro]

[Verse 1]
In the morning light, let my roots take flight
Watch me fall above like a vicious dove
They don't see me come, who can blame them?
They never seem to catch my eye
But I've never wondered why

[Pre-Chorus]
I won't fall asleep
I won't fall asleep...

[Chorus]
Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher

[Verse 2]
From your slanted view, see the morning dew
Sink into the soil, watch the water boil
They won't see me run, who can blame them?
They never look to see me fly
So I've never had to lie

[Pre-Chorus]
I won't fall asleep
I won't fall asleep...

[Chorus]
Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher

[Bridge]
Nobody else
Nobody else
Nobody else can take me higher
Nobody else can take me higher
Nobody else can take me higher
Nobody else...

[Chorus]
Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher
Hey, yeah, don't let 'em know we're coming
Hey, yeah, tiptoe higher
Take some time to simmer down, keep your head down low
Hey, yeah, tiptoe higher

"
170,Miss Atomic Bomb,Battle Born,The Killers,2012-09-17,293506,56,"

[Verse 1]
You were standing with your girlfriends in the street
Falling back on forever, I wonder what you came to be
I was new in town, the boy with the eager eyes
I never was a quitter, oblivious to schoolgirl's lies
And when I look back on those neon nights
The leather seats, the passage rite
I feel the heat, I see the light

[Pre-Chorus]
From Miss Atomic Bomb
Making out we got the radio on
You're going to miss me when I'm gone
You're going to miss me when I'm gone

[Chorus]
Racing shadows in the moonlight
Through the desert on a hot night
For a second there we’d won
Yeah, we were innocent and young

[Verse 2]
Cast out of the night
You got a foolish heart
So you took your place but the fall from grace
Was the hardest part
It feels just like a dagger buried deep in your back
You run for cover but you can't escape the second attack
Her soul was innocent, she kissed him and she painted it black
You should have seen your little face, burning for love
Holding on for your life

All that I wanted was a little touch
A little tenderness and truth, I didn't ask for much, no
Talk about being at the wrong place at the wrong time

[Pre-Chorus]
Miss Atomic Bomb
Making out we've got the radio on
You're going to miss me when I'm gone
You're going to miss me when I'm gone

[Chorus]
Racing shadows through the moonlight
Taking chances on a hot night
For a second there we won
We were innocent and young

[Verse 3]
The dust cloud has settled, and my eyes are clear
But sometimes in dreams of impact I still hear
Miss Atomic Bomb, I'm standing here
Sweat on my skin
And this love that I've cradled
Is wearing thin (Miss Atomic Bomb)
But I'm standing here and you are too late
Your shock-wave whisper has sealed your fate

It feels just like a dagger buried deep in your back
(It's a proving ground)
You run for cover but you can't escape the second attack
(and you turn to chance)
Your soul was innocent
She kissed him and she painted it black (on a loser's game)
You should have seen your little face
Burning for love
(Miss Atomic Bomb)

[Outro]
Holding on for your life
But you can't survive (All that I wanted was a little touch)
When you want it all (A little tenderness and truth, I didn't ask for much)
There's another side (Talk about being at the wrong place at the wrong time)

"
171,I'll Follow You,Amaryllis,Shinedown,2012-03-23,238760,59,"

[Verse 1]
If I could find assurance to leave you behind
I know my better half would fade
And all my doubt is a staircase for you
Up and out of this maze

[Pre-Chorus]
The first step is the one you believe in
The second one might be profound

[Chorus]
I'll follow you down through the eye of the storm
Don't worry I'll keep you warm
I'll follow you down while we're passing through space
I don't care if we fall from grace
I'll follow you down

[Verse 2]
You can have the money and the world, the angels and the pearls
Even trademark the color blue
Just like the tower we never built, in the shadow of all the guilt
When the other hand was pointed at you

[Pre-Chorus]
Yeah the first step is the one you believe in
And the second one might be profound

[Chorus]
I'll follow you down through the eye of the storm
Don't worry I'll keep you warm
I'll follow you down while we're passing through space
I don't care if we fall from grace
I'll follow you

[Bridge]
Down to where forever lies, without a doubt I'm on your side
There's nowhere else that I would rather be
I'm not about to compromise, give you up to say goodbye
I'll guide you through the deep
I'll keep you close to me

[Chorus]
I'll follow you down through the eye of the storm
Don't worry I'll keep you warm
I'll follow you down while we're passing through space
I don't care if we fall from grace
I'll follow you

[Outro]
If I could find assurance to leave you behind
I know my better half would fade
I'll follow you down

"
172,Mz. Hyde,The Strange Case of...,Halestorm,2012-04-03,202306,47,"

[Intro]
(Mz. Hyde)

[Verse 1]
In the daylight, I’m your sweetheart
Your goody-two-shoes prude is a work of art
But you don’t know me, and soon you won’t forget
Bad as can be, yeah you know I’m not so innocent

[Pre-Chorus 1]
Better beware I go bump in the night
Devil-may-care with a lust for life
And I know you can’t resist this
You know you are so addicted
Boy you better run for your life!

[Chorus]
Welcome to the nightmare in my head (Oh God!)
Say hello to something scary
The monster in your bed (Oh God!)
Just give in and you won’t be sorry
Welcome to my other side
Hello it’s Mz. Hyde!

[Verse 2]
I can be the bitch, I can play the whore
Or your fairytale princess who could ask for more
A touch of wicked, a pinch of risqué
Good girl gone bad, my poison is your remedy

[Pre-Chorus 2]
Better be scared, better be afraid
Now that the beast is out of her cage
And I know you wanna risk it
You know you are so addicted
Boy, you better run for your life!

[Chorus]
Welcome to the nightmare in my head (My God!)
Say hello to something scary
The monster in your bed (My God!)
Just give in and you won’t be sorry
Welcome to my evil side
Hello it’s Mz. Hyde!
(Hello it’s Mz. Hyde!)
(Hello it’s Mz. Hyde!)

[Bridge]
I’m the spider crawling down your spine
Underneath your skin
I will gently violate your mind
Before I tuck you in
Put on the blindfold
There’s no way to be sure
Which girl you’ll get tonight!
(It’s me Lzzy, I swear!)

[Outro-Chorus]
Welcome to the nightmare in my head (My God!)
Say hello to something scary
The monster in your bed (My God!)
Just give in and you won’t be sorry
The nightmare in my head (Oh God!)
Say hello to something scary
The monster in your bed (Oh God!)
Just give in and you won’t be sorry
Welcome to my evil side
Hello it’s Mz. Hyde!
(Hello it's Mz. Hyde!)
Hello it’s Mz. Hyde!
(Hello it's Mz. Hyde!)

"
173,"""45""",Handwritten (Deluxe Version),The Gaslight Anthem,2012-01-01,207546,49,"

[Verse 1]
Have you seen my hands?
Just look at 'em shake
And the song just keeps on repeating
Drop the needle again
And I dance with your ghost
Oh but that ain't the way
I can't move on and I can't stay the same
And all my friends say

[Chorus]
Ayy
Turn the record over
Ayy
I'll see you on the flip side
There you go
Turn the key and engine over
Let her go
Let somebody else lay at her feet

[Verse 2]
But have you seen my heart?
Have you seen how it bleeds?
And the nights are so long baby
Out here in the deep
The tick, ticking of hours lonely
I hear the alarm
I used to hear when she would sleep in my arms
But Better Sense says

[Chorus]
Ayy
Turn the record over
Ayy
I'll see you on the flip side
There you go
Turn the key and engine over
Let her go
Let somebody else lay at her feet

[Interlude]

[Pre-Chorus]
And all my friends say

[Chorus]
Ayy
Turn the record over
Ayy
I'll see you on the flip side
There you go
Turn the key and engine over
Let her go
Let somebody else lay at her feet

[Outro]
Where you used to be
Where you used to be
Where you used to be
Here with me

"
174,Sovereign Light Café,Strangeland,Keane,2012-05-04,218840,57,"

[Verse 1]
I'm going back to a time when we owned this town
Down Powder Mill Lane, in the battlegrounds
We were friends and lovers and clueless clowns
I didn't know I was finding out how I'd be torn from you
When we talked about things we were gonna do
We were wide eyed dreamers and wiser too

[Chorus 1]
We'd go down to the rides on East Parade
By the lights of the Palace Arcade
Watch night coming down on the Sovereign Light Café

[Verse 2]
I'm begging you for some sign
But you've still got nothing to say
Don't turn your back on me, don't walk away
I'm a better man now than I was that day

[Chorus 2]
Let's go down to the rides on East Parade
By the lights of the Palace Arcade
Watch night coming down on the Sovereign Light Café
Let's go down to the bandstand on the pier
Watch the drunks and the lovers appear
To take turns, as the stars of the Sovereign Light Café

[Bridge]
I wheel my bike off the train
Up the North Trade Road
Look for you on Marley Lane
In every building, every street sign
Oh why did we ever go so far from home?

[Verse 3]
Well you've got nothing to hide
You can't change who you really are
You can get a big house and a faster car
You can run away boy, but you won't go far

[Chorus 2]
Let's go down to the rides on East Parade
By the lights of the Palace Arcade
Watch night coming down on the Sovereign Light Café
Let's go down to the bandstand on the pier
Watch the drunks and the lovers appear
To take turns, as the stars of the Sovereign Light Café

[Outro]
Sha La la la la la Yeah Yeah
I'm going where the people know my name

"
175,We Are,Notes From The Underground,Hollywood Undead,2012-01-01,274386,57,"

[Chorus: Danny]
We are, we are, we are made from broken parts
We are, we are, we are broken from the start
And our hearts, our hearts, they were beating in the dark
'Cause we are, we are, we are built from broken parts

[Verse 1: Johnny 3 Tears]
If you can lose it all, then welcome to Broadway
Silicone dreams and your name on the marquee
And I can hold it up, but I hold it up hardly
It's hotter here in hell, but it's getting real dark, see?
So all you sick and the bitterness of the lonely
To all you overdosed and you miles of coke fiends
And every step, another step, you're walking on my dreams
And every breath, another breath, you're breathing when I breathe
I watch them all come, gotta watch the rest go
I'm married to the devil in the city of angels
So come, all you wicked, to the world of the empty
I know I need it all, so, baby, don't tempt me
I'm knocking on your door, nope, nobody sent me
Just checking all you bitches like I'm checking this check sheet
So put your hats on; Lohner, don't get soft
You can see God when I take my mask off

[Chorus: Danny]
We are, we are, we are made from broken parts
We are, we are, we are broken from the start
And our hearts, our hearts, they were beating in the dark
'Cause we are, we are, we are built from broken parts

[Verse 2: J-Dog]
The fame is your best friend, you love it, no questions
Beating down the door is the face of rejection
And once again, it's a tragedy anthem
We never wanted more, we never needed your blessing
Who could give a fuck about a kid with a dream?
'Cause stories aren't told about the ones unseen
With a gleam in his eye, his middle finger to the sky
Crooked smile on his face, he doesn't think he can die
So grab a pick and an ax 'cause we try, we cry
Into the bottle of Jack, we die inside
So when you look in his eyes, what you see now?
Murder the monster you've made and watch him bleed out
We're in a life where it's kill or lose
Just lie, motherfucker, till you hear the truth
From under the street, through the gutters of youth
Just cry, motherfucker, yeah, I'm talking to you

[Chorus: Danny]
We are, we are, we are made from broken parts
We are, we are, we are broken from the start
And our hearts, our hearts, they were beating in the dark
'Cause we are, we are, we are built from broken parts

[Bridge: Da Kurlzz & J-Dog, Danny]
(No one) From the city of angels
(No one) An empty vessel of devils
(Can take away what's ours)
Is there no one to save us?
Through my eyes, see the world that you gave us
(No one) From the city of angels
(No one) An empty vessel of devils
(Can take away what's ours)
Is there no one to save us?
Through my eyes, see the world that you gave us

[Chorus: Danny]
We are, we are, we are made from broken parts
We are, we are, we are broken from the start
And our hearts, our hearts, they were beating in the dark
'Cause we are, we are, we are built from broken parts

[Outro: Da Kurlzz & J-Dog, Danny]
From the city of angels (We are, we are)
An empty vessel of devils
Is there no one to save us? (We are, we are)
Through my eyes, see the world that you gave us
From the city of angels (And our hearts, our hearts)
An empty vessel of devils
Is there no one to save us? ('Cause we are, we are)
Through my eyes, see the world that you gave us

"
176,The High Road,Transit Of Venus,Three Days Grace,2012-10-02,193680,54,"

[Verse 1]
I told you I was hurt, bleeding on the inside
I told you I was lost in the middle of my life

[Pre-Chorus]
There's times I stayed alive for you
There's times I would've died for you
There's times it didn't matter at all

[Chorus]
Will you help me find the right way up?
Or let me take the wrong way down?
Will you straighten me out?
Or make me take the long way around?
I took a low road in
I'll take the high road out
I'll do whatever it takes to be the mistake you can't live without

[Verse 2]
Standing in the dark, I can see your shadow
You're the only light that's breaking through the window

[Pre-Chorus]
There's times I stayed alive for you
There's times I would've died for you
There's times it didn't matter at all

[Chorus]
Will you help me find the right way up?
Or let me take the wrong way down?
Will you straighten me out?
Or make me take the long way around?
I took a low road in
I'll take the high road out
I'll do whatever it takes to be the mistake you can't live without

[Bridge]
(Oh, oh, oh, oh)
(Oh, oh, oh, oh)
I'm not gonna give it away, not gonna let it go
Just to wake up someday gone, gone
The worst part is looking back and knowing that I was wrong

[Chorus]
Help me find the right way up
Or let me take the wrong way down
Will you straighten me out?
Or make me take the long way around?
I took a low road in, I'll take the high road out
I'll do whatever it takes to be the mistake you can't live without
I'll do whatever it takes to be the mistake you can't live without

"
177,Tightrope,Walk The Moon,WALK THE MOON,2012-06-19,209186,52,"

[Verse 1]
Easy now, with my heart
Easy now, oh, with my heart
Walk a little tightrope, walk a little tightrope
You walk a tightrope, walk a little tightrope

[Chorus]
Oh, oh, oh, oh, oh, oh, oh, this heart is burning up
I said, oh, oh, oh, oh, oh, oh, oh, this heart is burning up

[Verse 2]
Careful now, with my head
I said careful now, what you do to my head
Make your mind up, make your little mind up
To each his own, each his or her own

[Chorus]
Oh, oh, oh, oh, oh, oh, oh, this heart is burning up
I said, oh, oh, oh, oh, oh, oh, oh, this heart is burning up

[Bridge]
In my bed, I'm rolling over
I'm tangling up in the chains on the swings on the set, on the night that we met
And all the beads of water move up the glass
You speak your mind, you cannot take it back
Walk a tightrope, walk a little tightrope
Walk a tightrope, walk a little tightrope

[Chorus]
Oh, oh, oh, oh, oh, oh, oh this heart is burning up
I said oh, oh, oh, oh, oh, oh, oh this heart is burning up
I said oh, oh, oh, oh, oh, oh, oh this heart is burning up
I said oh, oh, oh, oh, oh, oh, oh this heart is burning up
It's, it's burning up
Oh, oh, oh, oh, oh, oh, oh, oh, oh

"
178,Runaways,Battle Born,The Killers,2012-09-17,243786,58,"

[Verse 1]
Blonde hair blowing in the summer wind
A blue-eyed girl playing in the sand
I'd been on her trail for a little while
But that was the night that she broke down and held my hand
A teenage rush
She said, ""Ain't we all just runaways? We got time""

[Pre-Chorus 1]
But that ain't much
We can't wait till tomorrow
You got to know that this is real, baby, why you want to fight it?
It's the one thing you can choose, oh!

[Verse 2]
We got engaged on a Friday night
I swore on the head of our unborn child
That I could take care of the three of us
But I got the tendency to slip when the nights get wild
It's in my blood
She said she might just runaway somewhere else
Someplace good

[Pre-Chorus 2]
We can't wait til tomorrow
You got to know that this is real, baby, why you want to fight it?
It's the one thing you can choose
Let's take a chance baby, we can't lose

[Chorus]
Ain't we all just runaways?
I knew it when I met you, I'm not going to let you runaway
I knew it when I held you, I wasn't letting go!

[Verse 3]
We used to look at the stars and confess our dreams
Hold each other till the morning light
We used to laugh, now we only fight
Baby are you lonesome now?

[Verse 4]
At night I come home after they go to sleep
Like a stumbling ghost, I haunt these halls
There's a picture of us on our wedding day
I recognize the girl but I can't settle in these walls

[Pre-Chorus 3]
We can't wait till tomorrow
Oh, we're caught up in the appeal baby, why you wanna hide it?
It's the last thing on my mind (Why you want to hide it?)
I turn the engine over and my body just comes alive

[Chorus]
Ain't we all just runaways?
I knew it when I met you, I'm not going to let you run away
I knew it when I held you, I wasn't letting go!

[Outro]
Oh! Oh! Oh!

Ain't we all just runaways?
Yeah, runaways
Ain't we all just runaways?
Yeah

"
