,name,album,artist,release date,length,popularity,lyrics
81,I Can Make You Feel Good,A Night to Remember,Shalamar,1999-01-01,256773,54,"

[Verse 1]
Are you the kind to put your heart on the line?
Or one who stays out of reach?
Cause unlike other guys I won't waste your time
I just wanna practice what I preach
Girl, love can be such a challenge
A game where there can be two winners
Unlike any sport
It depends on the prize
And knowing where the real thing lies
To make a long story short

[Chorus]
Baby, I can make you feel good (I can make you feel good)
Let me lay this good love on ya
Baby, I can make you feel good (I can make you feel good)
You can say I really want you
(Oh, it's so good)

[Verse 2]
There's guys that offer you diamonds and pearls
Those are the ones without the need
Other guys say that they can give you the world
But a world of love is what you'll get from me
Girl, those material things
Meant more to me before the day I found you
Now I truly believe
All the money in the world
Can't comfort you the way I wrap my arms around you
And I'll always be there

[Chorus]
Baby, I can make you feel good (I can make you feel good)
Let me lay this good love on you (Whoa whoa)
Baby, I can make you feel good (I can make you feel good)
You can say I really want you

Let me make you feel good (I can make you feel good)
I can make you feel good (I can make you feel good)

[Bridge]
Oh, it's good, (oh, baby)
Oh, so good
Let me lay it on you, baby
Oh, so good
Let me make you feel good
I can make you feel good
Let me make you feel good
I can make you feel good

[Verse 3]

Are you the kind to put your heart on the line?
Or one who stays out of reach?
Cause unlike other guys I won't waste your time
I just wanna practice what I preach
Cause love can be such a challenge
A game where there can be two winners
Unlike any sport
It depends on the prize
And knowing where the real thing lies
To make a long story short

[Chorus]
Baby, I can make you feel good (I can make you feel good)
So forget about what he did wrong
Baby, I can make you feel good (I can make you feel good)
With a love that is, oh, so strong
I can make you feel good (I can make you feel good)
Won't you let me make you feel good (I can make you feel good)
Baby, I can make you feel good (I can make you feel good)
Let me lay this good love on you
Oh, oh, I can make you feel good (I can make you feel good)

[Outro]

"
82,My Camera Never Lies,Are You Ready,Bucks Fizz,1982,242386,31,"

Ah, click, click
Ah, click, click

I've been checking you up, I've been tracking you down
Funny all the things that I've found
Was it any surprise, didn't you realise?
I must apologise

(It doesn't matter any more) To you
('Cause everything you tell me is boring)
(It doesn't matter what I say) To you
'Cause you've got that look in your eyes

The camera never lies
My camera never lies
So I put you in the picture and cut it down to size (My camera, oh, oh)

My camera never lies anymore
'Cause there's nothing worth lying for (My camera never lies)
There's nothing worth lying for (My camera never lies)
My camera never lies anymore

Try to cover the trail, try to head for the line
Wonder why you're wasting your time
With another disguise
'Cause there's no compromise when the negative is dry

(It doesn't matter what I do) For you
('Cause every time you take me I'm sleeping) You're never gonna shake me now
(It doesn't matter how I try) For you
(I can see by the look in your eyes)

(The camera never lies)
My camera never lies
So I'll put you in the picture and cut it down to size (My camera, oh, oh)

My camera never lies anymore
'Cause there's nothing worth lying for (My camera never lies)
There's nothing worth lying for (My camera never lies)
My camera never lies anymore

(Ah click click, ah click click)
My camera, my camera, my camera never lies
Lies oho, oho

My camera never lies anymore
'Cause there's nothing worth lying for

My camera never lies
So I put you in the picture and cut it down to size (My camera, oh, oh)

My camera never lies anymore
'Cause there's nothing worth lying, nothing worth lying
Nothing worth lying for

My camera never lies anymore (My camera never lies)
My camera never lies anymore (My camera never lies)
My camera never lies anymore (My camera never lies)
My camera never lies anymore (My camera never lies)

"
83,Just an Illusion,In the Heat of the Night,Imagination,2011-06-15,387866,10,"

[Intro]
Illusion, illusion, illusion...

[Verse 1]
Searching for a destiny that's mine
There's another place another time
Touching many hearts along the way, yeah
Hoping that I'll never have to say
It's just an illusion
(Ooh, ooh, oh, ooh, ah) Illusion
(Ooh, ooh, oh, ooh, ah) Illusion

[Verse 2]
Follow your emotions anywhere
Is it really magic in the air?
Never let your feelings get you down
Open up your eyes and look around
It's just an illusion
(Ooh, ooh, oh, ooh, ah) Illusion
(Ooh, ooh, oh, ooh, ah) Illusion

[Chorus]
Could it be that it's just an illusion?
Putting me back in all this confusion?
Could it be that it's just an illusion now?
Could it be that it's just an illusion?
Putting me back in all this confusion?
Could it be that it's just an illusion now?

[Verse 3]
Could it be a picture in my mind?
Never sure exactly what I'll find
Only in my dreams I turn you on
Here for just a moment then you're gone
It's just an illusion
(Ooh, ooh, oh, ooh, ah) Illusion
(Ooh, ooh, oh, ooh, ah) Illusion

[Chorus]
Could it be that it's just an illusion?
Putting me back in all this confusion?
Could it be that it's just an illusion now?

[Bridge]
Now (Now)

[Chorus]
Could it be that (Ooh, yeah) it's just an illusion?
Putting me back (Ow!) in all this confusion?
Could it be that (Yeah) it's just an illusion now? (Now, yeah, yeah, yeah)
Could it be that it's just an illusion?
Putting me back (Yeah, yeah, yeah) in all this confusion?
Could it be that it's just an illusion now?

"
84,Da Da Da I Don't Love You You Don't Love Me Aha Aha Aha,Triologie - The Best Of Trio,Trio,2000-02-22,206400,42,"

Aha, aha, aha
Aha
Aha
Aha

What you will and what you won't, aha
What you do and what you don't, aha
What you can and what you can't, aha
This is what you got to know
Loved you though it didn't show

Ich liebe dich nicht, du liebst mich nicht
Ich liebe dich nicht, du liebst mich nicht
Ich liebe dich nicht, du liebst mich nicht
Ich liebe dich nicht, du liebst mich nicht

Da da da
Da da da
Da da da
Da da da

Da da da, I don't love you, you don't love me
Da da da, I don't love you, you don't love me
Da da da, I don't love you, you don't love me
Da da da, I don't love you, you don't love me

Da da da
Da da da
Da da da
Da da da

(whispered)
(Ich liebe dich nicht, du liebst mich nicht) Aha
(Ich liebe dich nicht, du liebst mich nicht) Aha
(Ich liebe dich nicht, du liebst mich nicht) Aha
(Ich liebe dich nicht, du liebst mich nicht)

I know why you ran away, aha
Understand you couldn't stay, aha
Wonder where you are today, aha
After all was said and done
It was right for you to run

Ich liebe dich nicht, du liebst mich nicht, aha
Ich liebe dich nicht, du liebst mich nicht, aha
Ich liebe dich nicht, du liebst mich nicht, aha
Ich liebe dich nicht, du liebst mich nicht

Da da da
Da da da
Da da da
Da da da

Da da da, I don't love you, you don't love me
Da da da, I don't love you, you don't love me
Da da da, I don't love you, you don't love me
Da da da, I don't love you, you don't love me

Da da da
Da da da
Da da da
Da da da

Da da da, I don't love you, you don't love me
Da da da, I don't love you, you don't love me
Da da da, I don't love you, you don't love me
Da da da, I don't love you, you don't love me

"
85,Young Guns (Go for It!),Fantastic,Wham!,1983-07-09,236200,49,"

[Refrain]
Hey sucker
(What the hell's got into you?)
Hey sucker
(Now there's nothing you can do)

[Verse 1]
Well I hadn't seen your face around town awhile
So I greeted you, with a knowing smile
When I saw that girl upon your arm
I knew she won your heart with a fatal charm
I said ""Soul boy, let's hit the town""
I said ""Hey boy, what's with the frown?""
But in return, all you could say was
""Hi George, meet my fiancee""

[Chorus]
Young guns having some fun
Crazy ladies keep 'em on the run
Wise guys realize there's danger in emotional ties
See me, single and free
No tears, no fears, what I want to be
One, two, take a look at you
Death by matrimony

[Refrain]
Hey sucker
(What the hell's got into you?)
Hey sucker
(Now there's nothing you can do)

[Verse 2]
A married man, you're out of your head
Sleepless nights, on an H.P. bed
A daddy by the time you're twenty-one
If your happy with a nappy then you're in for fun
But you're here and you're there
Well there's guys like you just everywhere
Looking back on the good old days?
Well this young gun says caution pays

[Chorus]
Young guns having some fun
Crazy ladies keep 'em on the run
Wise guys realize there's danger in emotional ties
See me, single and free
No tears, no fears, what I want to be
One, two, take a look at you
Death by matrimony

[Bridge]
I remember when he such fun and everything was fine
I remember when we use to have a good time, partners in crime
Tell me that's all in the past and I will gladly walk away
Tell me that you're happy now, turning my back nothing to say

""Hey tell this jerk to take a hike
There's somethin' 'bout that boy I don't like""
""Well sugar he don't mean the things he said""
""Just get him outta my way, 'cause I'm seeing red
We got plans to make, we got things to buy
And you're wasting time on some creepy guy""
""Hey shut up chick, that's a friend of mine
Just watch your mouth babe, you're out of line""

Get back! Hands off! Go for it!
Get back! Hands off!
Get back! Hands off! Go for it!
Get back! Hands off!
Get back! Hands off! Go for it!
Get back! Hands off!
Get back! Hands off! Go for it!
Get back! Hands off!

[Chorus]
Young guns having some fun
Crazy ladies keep 'em on the run
Wise guys realize there's danger in emotional ties
See me, single and free
No tears, no fears, what I want to be
One, two, take a look at you
Death by matrimony

"
86,Poison Arrow,The Lexicon Of Love,ABC,1982-06-21,204266,53,"

[Verse 1]
If I were to say to you, ""can you keep a secret?""
Would you know just what to do or where to keep it?
Then I say, ""I love you"", foul the situation
Hey girl, I thought we were the right combination

[Bridge]
Who broke my heart, you did, you did
Bow to the target, blame Cupid, Cupid
You think you're smart, stupid, stupid

[Chorus]
Shoot that poison arrow to my heart
Shoot that poison arrow
Shoot that poison arrow to my heart
Shoot that poison arrow

[Verse 2]
No rhythm in cymbals, no tempo in drums
Love on arrival, she comes when she comes
Right on the target but wide of the mark
What I thought was fire was only the spark

The sweetest melody is an unheard refrain
So lower your sights, yeah
But raise your aim, raise your aim

[Bridge]

[Chorus]

[Talking]
I thought you loved me, but it seems you don't care
[Karen Clayton]
I care enough to know I can never love you

Who broke my heart, you did, you did
Bow to the target, blame Cupid
You think you're smart, that's stupid
Right from the start when you knew we would part

Shoot that poison arrow to my heart
Shoot that poison arrow
Shoot that poison arrow to my heart, heart, heart
Shoot that poison arrow

Heart, shoot that poison arrow
Shoot that poison arrow

"
87,A Night To Remember,A Night to Remember,Shalamar,1999-01-01,211253,59,"

[Verse 1]
When you love someone, it's natural, not demanding
And that's one thing I'm proud to say I found in you
I'm so glad we reached an understanding
Now I know my heart is safe with you, ooh
So now my love to you, baby, I surrender

[Chorus]
Get ready tonight
Gonna make this a night to remember
Get ready (Oh, baby) tonight
Gonna make this a night to remember

[Verse 2]
Celebrations in the heart 'cause we're united
And there's nothing in this world to come between me and you
We're together and it keeps me so excited
To think of what the power of love can do, ooh
And I'm filled with a love that's, oh, so tender

[Chorus]
Get ready (Baby) tonight (Girl)
I'm gonna make this a night to remember
Get ready (Get ready) tonight
I'm gonna make this a night to remember
Make this a night to remember
Get ready tonight
Gonna make this a night to remember
Get ready (Get ready) tonight
Gonna make this a night to remember

Get ready (Baby) tonight (Darling)
Gonna make this a night to remember
Get ready (Darling) tonight (Baby)
Gonna make this a night to remember

[Instrumental]

[Bridge]
This night you won't forget
Gonna make this a night to remember
‘Cause your love I won't regret
Gonna make this a night to remember

[Chorus]
Get ready (Baby) tonight (Darling)
Gonna make this a night to remember
Get ready (It won't be like the past) tonight (I will make it last)
Gonna make this a night to remember

[Post-Chorus]
Tonight
Make this a night to remember
Tonight
Make this a night to remember

[Verse 3]
Let's make a toast to those who helped make this occasion
They turn their back on love
And that's what drove you straight to me
Now to you, I make a lasting dedication
I'll show you all that love and life can be, ooh
And each day that I live I will deliver

[Chorus]
Get ready (This night you won't forget) tonight
Gonna make this a night to remember
Get ready (‘Cause your love I won't regret) tonight
Gonna make this a night to remember
Get ready (Baby) tonight (Darling)
Gonna make this a night to remember
Get ready (It won't be like the past) tonight (I will make it last)
Gonna make this a night to remember
Get ready tonight

"
88,Forget Me Nots,Straight From The Heart,Patrice Rushen,1982,275813,29,"

[Chorus]
Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember
Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember

[Verse 1]
Those were the times we had
Sharing a joy that we thought would last
Memories of love and affection
Never really was just like a dream
Was it the simple things
That made me so crazy about you
Was it your charm or your passion
It's not hard to believe
I love you and I need you so I'm

[Chorus]
Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember
Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember

[Verse 2]
Did we give up too soon?
Maybe we needed just a little room
Wondering how it all happened
Maybe we just need a little time
Though we did end as friends
Given the chance we could love again
She'll always love you forever
It's not hard to believe
I want you and I need you so I'm

[Chorus]
Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember
Sending you forget me nots (Forget me nots)
To help you to remember
Baby, please forget me not (Forget me not)
I want you to remember

[Instrumental Break]

[Bridge]
Sending you forget me nots
Baby, please forget me not

Good times we had (Sending you forget me nots)
They weren't so bad
What a life we shared (Baby, please forget me not)
Pretty baby, I still care

[Chorus]
Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember
Sending you forget me nots
To help you to remember (Help you to remember)

"
89,Mickey,Mickey: The Very Best Of Toni Basil,Toni Basil,1997,253199,56,"

[Refrain]
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey

[Verse 1]
Hey, Mickey
You've been around all night
And that's a little long
You think you've got the right
But I think you've got it wrong
Why can’t you say goodnight
So you can take me home Mickey?
'Cause when you say you will
It always means you won't
You're giving me the chills
Baby, please, baby, don't
Every night you still leave me all alone, Mickey

[Chorus]
Oh, Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh, Mickey, you're so pretty
Can't you understand?
It's guys like you Mickey
Oh, what you do, Mickey, do Mickey
Don't break my heart, Mickey

[Verse 2]
Hey, Mickey
Now when you take me by the hooves
Everyone gonna know
Every time you move I let a little more show
It's something we can use
So don't say no, Mickey
So come on and give it to me anyway you can
Anyway you wanna do it
I'll take it like a man
Oh, please, baby, please
Don't leave me in the jam, Mickey

[Chorus]
Oh Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh Mickey, you're so pretty
Can't you understand?
It's guys like you, Mickey
Oh, what you do Mickey, do Mickey
Don't break my heart, Mickey

[Refrain]
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey
Hey, Mickey
Oh, Mickey
You're so fine
You're so fine you blow my mind
Hey, Mickey

[Chorus]
Oh, Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh, Mickey, you're so pretty
Can't you understand?
It's guys like you, Mickey
Oh, what you do Mickey, do Mickey
Don't break my heart, Mickey
Oh, Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh, Mickey, you're so pretty
Can't you understand?
It's guys like you, Mickey
Oh, what you do Mickey, do Mickey
Don't break my heart, Mickey
Oh, Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh, Mickey, you're so pretty
Can't you understand?
It's guys like you, Mickey
Oh, what you do Mickey, do Mickey
Don't break my heart, Mickey
Oh, Mickey, what a pity
You don't understand?
You take me by the heart
When you take me by the hand
Oh, Mickey, you're so pretty
Can't you understand?
It's guys like you, Mickey
Oh, what you do Mickey, do Mickey
Don't break my heart, Mickey

"
90,Living On The Ceiling,Happy Families,Blancmange,1982-01-01,250746,49,"

Hey

You keep me running round and round
Well, that's alright with me
Up and down, I'm up the wall
I'm up the bloody tree

That's alright with me
Yeah, that's alright with me
Well, it feels alright to me
Yeah, it looks alright to me

And I'm so tall, I'm so tall
You raise me and then you let me fall
And I'm so small, I'm so small
Wrapped around your finger, see me fall

You keep me running round and round
Well, that's alright with me
Nothing, nothing, nothing's gonna
Step in my way

Living on the ceiling
No more room down there
Things fall into place
You get the joke, fall into place

And I'm so tall, I'm so tall
You raise me and then you let me fall
And I'm so small, I'm so small
Wrapped around your finger, see me fall
Here we go

You keep me running round and round
Well, that's alright with me
Up and down, I'm up the wall
I'm up the bloody tree

Hiding from your questions
Questions you won't ask
Why am I up the tree, you say
Why are you down there, I say

And I'm so tall, I'm so tall
You raise me and then you let me fall
And I'm so small, I'm so small
Wrapped around your finger, see me fall
Hey

"
91,Come On Eileen,Come On Eileen / Dubious,Dexys Midnight Runners,2009-01-01,205933,66,"

[Fiddle Tune]

[Intro]
Come on Eileen!
Come on Eileen!

[Verse 1]
Poor old Johnnie Ray
Sounded sad upon the radio
Moved a million hearts in mono
Our mothers cried
Sang along, who'd blame them?
You've grown (You’re grown up!)
So grown (So grown up!)
Now I must say more than ever
(Come on Eileen)
Too-ra-loo-ra, too-ra-loo-rye, ay
And we can sing just like our fathers

[Chorus]
Come on Eileen
Oh, I swear (What he means)
At this moment you mean everything
You in that dress
My thoughts (I confess)
Verge on dirty
Oh, come on Eileen

(Come on Eileen!)

[Verse 2]
These people round here
Were beaten down, eyes sunk in smoke-dried face
They're so resigned to what their fate is
But not us (No never)
But not us (Not ever)
We are far too young and clever
(Remember)
Too-ra-loo-ra, too-ra-loo-rye, ay
And you'll hum this tune forever, oh

[Chorus]
Come on Eileen
Oh, I swear (What he means)
Aah, come on let's
Take off everything
That pretty red dress
Eileen (Tell him yes)
Aah, come on let's
Aah, come on Eileen
That pretty red dress
Eileen (Tell him yes)
Aah, come on let's
Aah, come on Eileen
Please

[Bridge]
(Come on Eileen, tah-loo-rye-ay)
(Come on Eileen, tah-loo-rye-ay)
(Tooh rah, tooh ra, tah roo rye)
Now you're full grown
Now you have shown
Oh, Eileen
(Come on Eileen, tah-loo-rye-ay)
(Come on Eileen, tah-loo-rye-ay)
(Tooh rah, tooh ra, tah roo rye)
Say, come on Eileen (You’ve grown)
These things they are real and I know (So grown)
How you feel
Now I must say more than ever
Things round here have changed
(Come on Eileen, tah-loo-rye-aye)
(Come on Eileen, tah-loo-rye-aye)
I say, too-ra-loo-ra, too-ra-loo-rye-ay

[Chorus]
Come on Eileen
Oh, I swear (What he means)
At this moment
You mean everything
You in that dress, my thoughts I confess
Verge on dirty
Aah, come on Eileen

[Chorus]
Aah, come on Eileen
Oh, I swear (What he means)
At this moment, you mean everything
You in that dress
Oh, my thoughts I confess
Well, they're dirty
Come on Eileen

[Chorus]
Come on Eileen (Oh)
What he means (Oh)
You mean everything (Oh)
(Come on! come on!)
In that dress
Oh

[Outro]
Oh believe me if all those endearing young charms
That I gaze on so fondly today
Were to suddenly leave you, or fly in the night
Just like fairy gifts gone in the sky

"
92,Eye of the Tiger,Eye Of The Tiger,Survivor,1982,243773,73,"

[Verse 1]
Rising up, back on the street
Did my time, took my chances
Went the distance, now I'm back on my feet
Just a man and his will to survive
So many times it happens too fast
You trade your passion for glory
Don't lose your grip on the dreams of the past
You must fight just to keep them alive

[Chorus]
It's the eye of the tiger
It's the thrill of the fight
Rising up to the challenge of our rival
And the last known survivor
Stalks his prey in the night
And he's watching us all
With the eye of the tiger

[Verse 2]
Face to face, out in the heat
Hanging tough, staying hungry
They stack the odds 'til we take to the street
For the kill with the skill to survive

[Chorus]
It's the eye of the tiger
It's the thrill of the fight
Rising up to the challenge of our rival
And the last known survivor
Stalks his prey in the night
And he's watching us all
With the eye of the tiger

[Verse 3]
Rising up, straight to the top
Had the guts, got the glory
Went the distance, now I'm not gonna stop
Just a man and his will to survive

[Chorus]
It's the eye of the tiger
It's the thrill of the fight
Rising up to the challenge of our rival
And the last known survivor
Stalks his prey in the night
And he's watching us all
With the eye of the tiger

[Outro]
The eye of the tiger
The eye of the tiger
The eye of the tiger
The eye of the tiger

"
93,Music and Lights,In the Heat of the Night,Imagination,2011-06-15,322933,5,"

Music and lights
Da, da, da, da, da, da
Da, da, da, da, da, da
Music and lights
Da, da, da, da, da, da
Da, da, da, da, da, da
Forget your sorrow let it all fade away
Forget tomorrow let's start livin' for today
Let me take you through a night of ecstasy
I like to hear the sound of a mystic melody
In the spotlight with the music playing loud
No distraction, together we have found
Let me show you all the glamour and the gold
Secret fantasies in a show biz world
Music and lights
I'll sing and dance for you all night
Sequins and pearls
And lots of pretty girls
You gotta have rhythm
Da, da, da, da, da, da
Da, da, da, da, da, da
Da, da, da, da, da, da
Da, da, da, da, da, da
Whenever you're dancing and you glide back across the floor
Your heart is singin' and they're calling out for more
Let me take you through a night of ecstasy
I like to hear the sound of a mystic melody
Music and lights
I'll sing and dance for you all night
Sequins and pearls
And lots of pretty girls
You gotta have rhythm
Da, da, da, da, da, da
Da, da, da, da, da, da
Music and lights
I'll sing and dance for you all night
Sequins and pearls
And lots of pretty girls
Give me rhythm
Da, da, da, da, da, da
Da, da, da, da, da, da
Forget your sorrow, let it all fade away
Forget tomorrow, let's start livin' for today
Let me show you all the glamour and the gold
Secret fantasies in a show biz world
Music and lights
I'll sing and dance for you all night
Sequins and pearls
And lots of pretty girls
You gotta have rhythm
Da, da, da, da, da, da
Da, da, da, da, da, da
Music and lights
I'll sing and dance for you all night
Sequins and pearls
And lots of pretty girls
Give me rhythm
Da, da, da, da, da, da (Give me)
Da, da, da, da, da, da
Music and lights
Da, da, da, da, da, da
Sequins and pearls
Da, da, da, da, da, da
You gotta have rhythm

"
94,House of Fun,The Rise & Fall,Madness,1982-10-08,178146,43,"

Good morning miss
Can I help you son?
Sixteen today
And up for fun
I'm a big boy now
Or so they say
So if you'll serve
I'll be on my way

Box of balloons
With the feather-light touch
Pack of party-poppers
That pop in the night
A toothbrush and hairspray
Plastic grin
Miss Clay on all corners
Has just walked in

[Hook]
Welcome to the House of Fun
Now I've come of age
Welcome to the House of Fun
Welcome to the lion's den
Temptation's on his way
Welcome to the House of

N-n-n-n-n-n-no no miss
You misunderstood
Sixteen big boy
Full pint in my manhood
I'm up to date
And the date's today
So if you'll serve
I'll be on my way

[Hook]
Welcome to the House of Fun
Now I've come of age
Welcome to the House of Fun
Welcome to the lion's den
Temptation's on his way
Welcome to the House of

I'm sorry son
But we don't stock
Party gimmicks
In this shop
Try the House of Fun
It's quicker if you run
This is a chemist's
Not a joke shop!

Party hats
Simple enough clear
Comprehende, savvy, understand
Do you hear?
A pack of party hats
With the coloured tips
Too late!
Gorgon heard gossip
Well hello Joe, hello Miss Clay
Many happy returns from the day

[Hook]
Welcome to the House of Fun
Now I've come of age
Welcome to the House of Fun
Welcome to the lion's den
Temptation's on his way
Welcome to the House of

"
95,There It Is,A Night To Remember,Shalamar,1999,265360,52,"

There it is, there it is
What took us so long to find each other, baby?
There it is, there it is
This time I'm not wrong
But I knew the answer to why people fall in love
But then I found I knew nothing about it
Till I met you, girl, I thought that I had had enough
Now I'm sure I've always been without it
And it feels so good that you and I can go together
Ooh baby, we won't find what we've been looking for
And this time I know we're gonna make it better
Our heart is a key to pump it at the door
Don't have to search no more
There it is, there it is
What took us so long, ooh, to find each other, baby?
There it is, there it is
This time I'm not wrong
In the sea of love we set our sails when waters were up
Two in search of love with no direction
Fish were biting at the time when catching wasn't enough
We couldn't make a sport of our affection
And who could change that we would sail into each other
Ooh girl, I never felt the wave of love so strong
And this love I never felt in any other
I trust it like the lighthouse guides the ship to land
I found it when you touched my hand
There it is
What took us so long for a love so strong?
There it is, there it is
This time I'm not wrong
And it's about time
For love to find its way back home
Girl, you're mine
Now that we've found love we've got to get it on
There it is, baby
There it is, this time I'm not wrong
Got a love that's so strong
Like the light, how this guides the ship to land
I found it when you touched my hand
There it is, there it is
What took us so long to find each other, baby?
There it is, there it is
This time I'm not wrong
There it is, hey, what took us so long
To find the sweet, sweet love?
There it is
This time I'm not wrong
This time I'm not wrong
We got a love that's so strong

"
96,Do I Do,The Definitive Collection,Stevie Wonder,2002-10-29,303466,53,"

[Verse 1]
When I see you on the street
My whole body gets weak
When you're standing in a crowd
Your love talks to me so loud

[Refrain]
Girl, do I do
What you do
When I do my love to you?

[Verse 2]
When I hear you on the phone
Your sweet, sexy voice turns my ear all the way on
Just the mention of your name
Seems to drive my head insane

[Refrain]
Girl, do I do
What you do
When I do my love to you?
Baby

[Chorus]
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
My life has been waiting for your love
My arms have been waiting for your love to arrive
My heart has been waiting
My soul anticipating your love, love, love

[Verse 3]
From the time that I awake
I'm imagining the good love that we'll make
If to me your vibe can do all this
Just imagine how it's going to feel when we hug and kiss

[Refrain]
Sugar, do I do
What you do
When I do my love to you?
Alright

[Chorus]
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
My life has been waiting for your love
My arms have been waiting for your love to arrive
My heart has been waiting
My soul anticipating your love, your love, your love

Ladies and gentlemen
I have the pleasure to present on my album
Mr. Dizzy Gillespie...Blow!
Blow, blow, blow, blow, blow, blow!

[Refrain]
Do I do
What you do
When I do my love to you?

[Chorus]
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
My life has been waiting for your love
My arms have been waiting for your love to arrive
My heart has been waiting
My soul anticipating your love, your love, your love, love, love, love, love, love, love, love

[Verse 4]
Oh, I don't care how long it might take
Cause I know the woman for me, you I'll make
And I will not deny myself the chance
Of being part of what feels like the right romance

[Refrain]
Girl, do I do
What you do
When I do my love to you?
Oh, yeah

Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you
Yes, I got some candy kisses for your lips
Yes, I got some honeysuckle chocolate dripping kisses full of love for you

[Bridge]
Girl, I've got some chocolate kisses for your loving, baby
Oh, yeah
Do you want some candy?
Do you want some honeysuckle?
Do you want some chocolate dripping kisses full of love for you?
Girl, if you felt everything you heard me say
Turn your feelings in your heart back to me right away
And I'll get it

[Refrain]
Do I do (Do I do)
What you do (What you do)
When I do my love to you?
Do I do (Do I do)
What you do (What you do)
When I do my love to you?
Do I do (Do I do)
What you do (What you do)
When I do my love to you?
Do I do (do I do)
What you do (what you do)
When I do my love
Nate!

[Outro]
I know the record's about to end
But we're just going to play and play until it goes away
So, if you don’t like the groove you can turn the record off
It won't cost you nothing but a penny and you'll have a cough
I know I cannot rhyme cause I ain't like a friend of mine
But I ha ha ha ha h-ha ha ha
[scatting]
Now everybody's talking about the jive is in
[scatting]
Well, I know I've got something for your body
[scatting]
Cause I
[scatting]
Earl! Earl!
Earl's playing by himself, man
Earl's playing by himself, man
Earl's playing by himself
Earl's playing by himself, man
Dennis playing by himself, man
Five, four, three, two

"
97,Mirror Mirror,The Dollar Album,Dollar,1982,211160,31,"

If I was to tell you how I feel
That my love was silent that my heart was real
I've been looking at you, you've been looking at me
And I want you to know that I like what I see

Mirror mirror, mon amour
Send me what I'm waiting for
Pick me up, an image so fine, so fine

Mirror mirror, mon amour
Give me what I'm waiting for
Set my heart on making you mine

In a moments anger I will freeze the frame
But my feelings for ya how they will remain
I've been looking at you you've been looking at me
And I want you to know that I like what I see

Mirror mirror, mon amour
Send me what I'm waiting for
Pick me up, an image so fine, so fine

Mirror mirror mon amour
Give me what I'm waiting for
Set my heart on making you mine

My mirror always echoes
My mirror always echoes
My mirror always echoes
Mirror, mirror, mirror, mirror, mirror
Only in my mirror

Mirror mirror, mon amour
Send me what I'm waiting for
Pick me up, an image so fine, so fine

Mirror mirror, mon amour
Give me what I'm waiting for
Set my heart on making you mine

Mirror, mirror, mon amour is in my head
Mirror, mirror, mon amour is in my head
Mirror, mirror, mon amour is in my head
Mirror, mirror, mon amour is in my head
So fine

My mirror always echoes
My mirror always echoes
So fine
Mirror mirror, mon amour
(Mon amour, mon amour)

"
