,name,album,artist,release date,length,popularity,lyrics
0,Celebration,Celebrate!,Kool & The Gang,1980-09-29,298866,69,"

[Intro]
(This is your celebration)
(This is your celebration)
Celebrate good times, come on (Let's celebrate)
Celebrate good times, come on (Let's celebrate)

[Verse 1]
There's a party goin' on right here
A celebration to last throughout the years
So bring your good times and your laughter too
We gonna celebrate your party with you
Come on now

[Hook]
(Celebration) Let's all celebrate and have a good time
(Celebration) We gon' celebrate and have a good time

[Bridge 1]
It's time to come together
It's up to you, what's your pleasure?
(Everyone around the world come on)

[Pre-Hook]
(Yahoo) It's a celebration
(Yahoo)

[Hook]
Celebrate good times, come on (It's a celebration)
Celebrate good times, come on (Let's celebrate)

[Verse 2]
There's a party goin' on right here
A dedication to last throughout the years
So bring your good times and your laughter too
We gonna celebrate and party with you
Come on now

[Hook]
(Celebration) Let's all celebrate and have a good time
(Celebration) We gon' celebrate and have a good time

[Bridge 1]
It's time to come together
It's up to you, what's your pleasure?
(Everyone around the world come on)

[Pre-Hook]
(Yahoo) It's a celebration
(Yahoo) It's a celebration

[Hook]
Celebrate good times, come on (Let's celebrate, come on now)
Celebrate good times, come on (Let's celebrate)

[Bridge 2]
We're gonna have a good time tonight
Let's celebrate, it's all right
We're gonna have a good time tonight
Let's celebrate, it's all right, baby
We're gonna have a good time tonight (Celebration)
Let's celebrate, it's all right
We're gonna have a good time tonight (Celebration)
Let's celebrate, it's all right

[Pre-Hook]
(Yahoo)
(Yahoo)

[Hook]
Celebrate good times, come on (Let's celebrate)
Celebrate good times, come on (It's a celebration)
Celebrate good times, come on (Let's celebrate)
Celebrate good times, come on (Come on and celebrate tonight)
(Baby everything's gonna be alright, let's celebrate)
Celebrate good times, come on
Celebrate good times, come on (Let's have a great time, celebrate)
Celebrate good times, come on

"
1,All Out of Love,Lost in Love,Air Supply,1980-02-25,243000,66,"

[Verse 1]
I'm lyin' alone with my head on the phone
Thinkin' of you till it hurts
I know you're hurt too, but
What else can we do
Tormented and torn apart
I wish I could carry your smile in my heart
For times when my life seems so low
It would make me believe what tomorrow could bring
When today doesn't really know
Doesn't really know

[Chorus]
I'm all out of love
I'm so lost without you
I know you were right
Believing for so long
I'm all out of love
What am I without you?
I can't be too late
To say that I was so wrong

[Verse 2]
I want you to come back and carry me home
Away from these long, lonely nights
I'm reaching for you, are you feeling it too
Does the feeling seem oh so right
And what would you say if I called on you now
And said that I can't hold on
There's no easy way, it gets harder each day
Please love me or I'll be gone
I'll be gone

[Chorus]
I'm all out of love
I'm so lost without you
I know you were right
Believing for so long
I'm all out of love
What am I without you?
I can't be too late
To say that I was so wrong

[Bridge]
Oh, what are you thinkin' of?
What are you thinkin' of?
What are you thinkin' of?
What are you thinkin' of?

[Chorus]
I'm all out of love
I'm so lost without you
I know you were right
Believing for so long
I'm all out of love
What am I without you?
I can't be too late
I know I was so wrong

[Chorus]
I'm all out of love
I'm so lost without you
I know you were right
Believing for so long
I'm all out of love
What am I without you?
I can't be too late
I know I was so wrong

[Chorus]
I'm all out of love
I'm so lost without you
I know you were right
Believing for so long
I'm all out of love
What am I without you?
I can't be too late
To say that I was so wrong

[Outro]
(I'm all out of love)
(I'm so lost without you)
(I know you were right)

"
2,The Winner Takes It All,Super Trouper,ABBA,1980,294720,73,"

[Verse 1]
I don't wanna talk
About things we've gone through
Though it's hurting me, now it's history
I've played all my cards
And that's what you've done, too
Nothing more to say, no more ace to play

[Chorus]
The winner takes it all
The loser's standing small
Beside the victory
That's her destiny

[Verse 2]
I was in your arms
Thinking I belonged there
I figured it made sense, building me a fence
Building me a home
Thinking I'd be strong there
But I was a fool playing by the rules

[Chorus]
The gods may throw a dice
Their minds as cold as ice
And someone way down here
Loses someone dear
The winner takes it all (Takes it all)
The loser has to fall (Has to fall)
It's simple and it's plain (It seems plain)
Why should I complain? (Why complain)

[Verse 3]
But tell me, does she kiss
Like I used to kiss you?
Does it feel the same when she calls your name?
Somewhere deep inside
You must know I miss you
But what can I say? Rules must be obeyed

[Chorus]
The judges will decide (They decide)
The likes of me abide (We abide)
Spectators of the show (Of the show)
Always staying low (Staying low)
The game is on again (On again)
A lover or a friend (Or a friend)
A big thing or a small (Big or small)
The winner takes it all (Takes it all)

[Verse 4]
I don't wanna talk
If it makes you feel sad
And I understand, you've come to shake my hand
I apologise
If it makes you feel bad
Seeing me so tense, no self-confidence

[Bridge]
But you see, the winner takes it all
The winner takes it all

[Outro]
(So the winner)
(Takes it all)
(And the loser)
(Has to fall)
(Throw a dice)
(Cold as ice)
(Way down here)
(Someone dear)
(Takes it all)
(Has to fall)
(It seems plain)
(Why complain)

"
3,Call Me,Atomic/Atomix,Blondie,1999-01-01,212600,71,"

[Intro]​

[Verse 1]
Colour me your colour, baby
Colour me your car
Colour me your colour, darling
I know who you are
Come up off your colour chart
I know where you are coming from

[Chorus]
Call me (Call me) on the line
Call me, call me any, anytime
Call me (Call me) I'll arrive
You can call me any day or night
Call me

[Verse 2]​
Cover me with kisses, baby
Cover me with love
Roll me in designer sheets
I'll never get enough
Emotions come, I don't know why
Cover up love's alibi

[Chorus]
Call me (Call me) on the line
Call me, call me any, anytime
Call me (Call me) I'll arrive
When you are ready we can share the wine
Call me

[​​Bridge]​​
Oooh, he speaks the languages of love
Oooh, amore, chiamami, chiamami
Oooh, appelle-moi mon cheri, appelle-moi
Anytime, anyplace, anywhere, any way
Anytime, anyplace, anywhere, any day, any way

[Instrumental ​​Bridge]​​

[Verse 3]
Take me out and show me off
And put me on the scene
Dress me in the fashions
Of the 1980's
You're a man, no in-between
You know what your words can mean

[Chorus]
Call me (Call me) on the line
Call me, call me any day or night
Call me (Call me) I'll arrive
Call me, call me into overtime
Call me

[Instrumental ​​Bridge]

[Chorus]
Call me (Call me) my love
Call me, call me any, anytime
Call me (Call me) for a ride
Call me, call me for some overtime
Call me (Call me) my love
Call me, call me in a sweet design
Call me (Call me), call me for your lover's lover's alibi
Call me (Call me) on the line
Call me, call me any, anytime

[Breakdown]
Call me, ah-ha, call me, ah-ha-ha
Call me, ah-ha-ha, call me any day or night
Call me, ooh-ooh-ah-ha-ha, ooh-ooh-ha-ha-ha
Call me, ah-ah-ooh
Call me, my, my sleek designs
Call me for a ride, call me inside
Call me, all night, all day, ah-ha
Call me
Ooh-ooh-ooh-ooh-ah-ah-ah

[Guitar Solo]

[Outro]
Call me in my life
Call me, call me any, any time
Call me, I'll arrive
Call me, call me for some overtime
Call me in my life
Call me, call me and my sleek designs
Call me, call me for your lover's lover's alibi
Call me in my life
Call me, call me any, any time
Ooh-ooh-ooh
Call me, oh-oh, call me
Call me in my life
Call me, call me any, any time

"
4,9 to 5,9 To 5 And Odd Jobs,Dolly Parton,1980,162466,75,"

[Verse 1]
Tumble outta bed and stumble to the kitchen
Pour myself a cup of ambition
Yawnin' and stretchin' and try to come to life
Jump in the shower and the blood starts pumpin'
Out on the streets, the traffic starts jumpin'
With folks like me on the job from 9 to 5

[Chorus]
Working 9 to 5, what a way to make a living
Barely gettin' by, it's all taking and no giving
They just use your mind and they never give you credit
It's enough to drive you crazy if you let it
9 to 5, for service and devotion
You would think that I would deserve a fair promotion
Want to move ahead but the boss won't seem to let me
I swear sometimes that man is out to get me
Mmmmm...

[Verse 2]
They let you dream just to watch them shatter
You're just a step on the boss man's ladder
But you got dreams he'll never take away
In the same boat with a lot of your friends
Waiting for the day your ship will come in
And the tide's gonna turn an' it's all gonna roll your way

[Chorus]
Working 9 to 5, what a way to make a living
Barely gettin' by, it's all taking and no giving
They just use your mind and you never get the credit
It's enough to drive you crazy if you let it
9 to 5, yeah, they got you where they want you
There's a better life and you think about it don't you
It's a rich man's game no matter what they call it
And you spend your life putting money in his wallet
9 to 5, what a way to make a living
Barely gettin' by, it's all taking and no giving
They just use your mind and they never give you credit
It's enough to drive you crazy if you let it
9 to 5, yeah, they got you where they want you
There's a better life and you think about it don't you
It's a rich man's game no matter what they call it
And you spend your life putting money in his wallet

"
5,Another One Bites The Dust - Remastered 2011,The Game (2011 Remaster),Queen,1980-06-27,214653,80,"

[Intro]
Ooh, let's go!

[Verse 1]
Steve walks warily down the street
With the brim pulled way down low
Ain’t no sound but the sound of his feet
Machine guns ready to go
Are you ready? Hey, are you ready for this?
Are you hanging on the edge of your seat?
Out of the doorway the bullets rip
To the sound of the beat, yeah

[Chorus]
Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust, yeah
Hey, I'm gonna get you too
Another one bites the dust

[Verse 2]
How do you think I'm going to get along
Without you, when you’re gone
You took me for everything that I had
And kicked me out on my own
Are you happy, are you satisfied?
How long can you stand the heat?
Out of the doorway the bullets rip
To the sound of the beat
Look out

[Chorus]
Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you, too
Another one bites the dust


[Bridge]
Hey
Oh, take it
Bite the dust, hey
Bites the dust, hey
Another one bites the dust
Another one bites the dust, ow
Another one bites the dust, hey hey
Another one bites the dust, hey-eh-eh
Ooh, shootout

[Verse 3]
There are plenty of ways you can hurt a man
And bring him to the ground
You can beat him, you can cheat him, you can treat him bad
And leave him when he's down, yeah
But I'm ready, yes I'm ready for you
I'm standing on my own two feet
Out of the doorway the bullets rip
Repeating to the sound of the beat
Oh yeah

[Chorus]
Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust, yeah
Hey, I'm gonna get you, too
Another one bites the dust


[Outro]
Shootout
Ay-yeah
Alright

"
6,Working My Way Back to You,The Very Best of the Spinners,The Spinners,1993,242666,60,"

Ooh, ooh-ooh

I'll keep working my way back to you, babe
With a burning love inside
Yeah, I'm working my way back to you, babe
And the happiness that died

I let it get away (Do-do, do-do-do)
Been payin' every day (Do-do, do-do-do)

When you were so in love with me
I played around like I was free
Thought I could have my cake and eat it, too
But how I cried over losing you

See, I'm down and out
But I ain't about to go living my life without you
Hey, every day I made you cry
I'm paying, girl, till the day I die

I'll keep working my way back to you, babe
With a burning love inside
Yeah, I'm working my way back to you, babe
And the happiness that died

I let it get away (Do-do, do-do-do)
Been payin' every day (Do-do, do-do-do)

Oh, I used to love to make you cry
It made me feel like a man inside
If I had been a man in reality
You would be here, baby, loving me

Now my nights are long and lonely
And I ain't too proud, babe, I just miss you so
Girl, but you're too proud, and you won't give in
But when I think about all I could win

I'll keep working my way back to you, babe
With a burning love inside
Yeah, I'm working my way back to you, babe
And the happiness that died

I let it get away (Do-do, do-do-do)
Been payin' every day (Do-do, do-do-do)

(You, you, babe) My road is kinda long
(You, you, babe) I just gotta get back home

Whoa, I'm really sorry for actin' that way
I'm really sorry, ooh, little girl
I'm really sorry for telling you lies for so long

Oh, please, forgive me, girl, come on (Give me a chance)
Won't you forgive me, girl, hey (Let's have romance)
Ooh, forgive me, girl (Let's start again)
Come on, forgive me, girl
I want you over and over and over and over again

I keep working my way back to you, babe
With a burning love inside
Hey, I'm working my way back to you, babe
And the happiness that died

I let it get away (Do-do, do-do-do)
Payin' every day (Do-do, do-do-do)

I keep (Working my way back to you, babe)
Yeah (Burning love inside)
(Working my way back to you, babe)

"
7,I'm Coming Out,Diana,Diana Ross,1980-05-22,325266,66,"

[Intro]
I'm ... coming ... out
I'm coming
I'm ... coming ... out
I'm coming out

I'm coming ... out
I'm ... coming ... out

[Hook]
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
I got to let it show

[Verse 1]
There's a new me coming out
And I just had to live
And I wanna give
I'm completely positive
I think this time around
I am gonna do it
Like you never knew it
Oh, I'll make it through
The time has come for me
To break out of this shell
I have to shout
That I am coming out

[Hook]
I'm coming out
I want the world to know
I got to let it show
I'm coming out
I want the world to know
I got to let it show
I'm coming out
I want the world to know
I got to let it show
I'm coming out
I want the world to know
I got to let it show

[Verse 2]
I've got to show the world
All that I wanna be
And all my abilities
There's so much more to me
Somehow I'll have to make them
Just understand
I got it well in hand
And oh how I have planned
I'm spreadin' love
There is no need to fear
And I just feel so good
Every time I hear

[Hook]
I'm coming out
I want the world to know
I got to let it show
I'm coming out
I want the world to know
I got to let it show
I'm coming out
I want the world to know
I got to let it show
I'm coming out
I want the world to know
I got to let it show

[Trombone solo: Meco Monardo]

[Outro]
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
Got to let it show

I'm, I'm coming out
I have to shout, that I'm coming out
I want the world to know
Got to let it show
I'm coming, I'm coming out

"
8,Don't Stand So Close To Me,Zenyatta Mondatta (Remastered 2003),The Police,1980-10-03,242666,68,"

[Verse 1]
Young teacher, the subject
Of schoolgirl fantasy
She wants him so badly
Knows what she wants to be
Inside her there's longing
This girl's an open page
Bookmarking, she's so close now
This girl is half his age

[Chorus]
Don't stand, don't stand so
Don't stand so close to me
Don't stand, don't stand so
Don't stand so close to me

[Verse 2]
Her friends are so jealous
You know how bad girls get
Sometimes it's not so easy
To be the teacher's pet
Temptation, frustration
So bad it makes him cry
Wet bus stop, she's waiting
His car is warm and dry

[Chorus]
Don't stand, don't stand so
Don't stand so close to me
Don't stand, don't stand so
Don't stand so close to me

[Verse 3]
Loose talk in the classroom
To hurt they try and try
Strong words in the staffroom
The accusations fly
It's no use, he sees her
He starts to shake and cough
Just like the old man in
That book by Nabokov

[Chorus]
Don't stand, don't stand so
Don't stand so close to me
Don't stand, don't stand so
Don't stand so close to me

[Outro]
Don't stand, don't stand so
Don't stand so close to me
Don't stand, don't stand so
Don't stand so close to me
Don't stand, don't stand so
Don't stand so close to me
Don't stand, don't stand so
Don't stand so close to me
Don't stand, don't stand so
Don't stand so close to me
Don't stand, don't stand so
Don't stand so close to me

"
9,Super Trouper,Super Trouper,ABBA,1980,252853,71,"

[Intro: Frida & Agnetha]
Super Trouper beams are gonna blind me
But I won't feel blue
Like I always do
'Cause somewhere in the crowd, there's you

[Verse 1: Frida]
I was sick and tired of everything
When I called you last night from Glasgow
All I do is eat and sleep and sing
Wishing every show was the last show
(Wishing every show was the last show)

[Pre-Chorus: Frida]
So imagine I was glad to hear you're coming
(Glad to hear you're coming)
Suddenly I feel all right
(And suddenly it's gonna be)
And it's gonna be so different
When I'm on the stage tonight

[Chorus: Frida & Agnetha, Benny & Björn]
Tonight, the Super Trouper lights are gonna find me
Shining like the sun (Sup-p-per Troup-p-per)
Smiling, having fun (Sup-p-per Troup-p-per)
Feeling like a number one
Tonight, the Super Trouper beams are gonna blind me
But I won't feel blue (Sup-p-per Troup-p-per)
Like I always do (Sup-p-per Troup-p-per)
'Cause somewhere in the crowd there's you

[Verse 2: Frida]
Facing twenty thousand of your friends
How can anyone be so lonely?
Part of a success that never ends
Still, I'm thinking about you only
(Still, I'm thinking about you only)

[Pre-Chorus: Frida]
There are moments when I think I'm going crazy
(Think I'm going crazy)
But it's gonna be all right
(You'll soon be changing everything)
Everything will be so different
When I'm on the stage tonight

[Chorus: Frida & Agnetha, Benny & Björn]
Tonight, the Super Trouper lights are gonna find me
Shining like the sun (Sup-p-per Troup-p-per)
Smiling, having fun (Sup-p-per Troup-p-per)
Feeling like a number one
Tonight, the Super Trouper beams are gonna blind me
But I won't feel blue (Sup-p-per Troup-p-per)
Like I always do (Sup-p-per Troup-p-per)
'Cause somewhere in the crowd there's you

[Bridge: Frida]
So I'll be there when you arrive
The sight of you will prove to me I'm still alive
And when you take me in your arms and hold me tight
I know it's gonna mean so much tonight

[Chorus: Frida & Agnetha, Benny & Björn]
Tonight, the Super Trouper lights are gonna find me
Shining like the sun (Sup-p-per Troup-p-per)
Smiling, having fun (Sup-p-per Troup-p-per)
Feeling like a number one
Tonight, the Super Trouper beams are gonna blind me
But I won't feel blue (Sup-p-per Troup-p-per)
Like I always do (Sup-p-per Troup-p-per)
'Cause somewhere in the crowd there's you

[Outro: Frida & Agnetha, Benny & Björn]
(Sup-p-per Troup-p-per) Lights are gonna find me
Shining like the sun (Sup-p-per Troup-p-per)
Smiling, having fun (Sup-p-per Troup-p-per)
Feeling like a number one
Tonight, the Super Trouper beams are gonna blind me
But I won't feel blue
But I won't feel blue (Sup-p-per Troup-p-per)
Like I always do… (Sup-p-per Troup-p-per)

"
