,name,album,artist,release date,length,popularity,lyrics
0,Vogue,The Immaculate Collection,Madonna,1990-11-09,317080,60,"

[Produced by Shep Pettibone and Madonna]

[Intro]
Strike a pose
Strike a pose
Vogue (Vogue, vogue)
Vogue (Vogue, vogue)

[Verse 1]
Look around, everywhere you turn is heartache
It's everywhere that you go (Look around)
You try everything you can to escape
The pain of life that you know (Life that you know)
When all else fails and you long to be
Something better than you are today
I know a place where you can get away
It's called a dance floor
And here's what it's for, so

[Chorus]
Come on, vogue (Vogue)
Let your body move to the music (Move to the music)
Hey, hey, hey
Come on, vogue (Vogue)
Let your body go with the flow (Go with the flow)
You know you can do it

[Verse 2]
All you need is your own imagination
So use it that's what it's for (That's what it's for)
Go inside, for your finest inspiration
Your dreams will open the door (Open up the door)
It makes no difference if you're black or white
If you're a boy or a girl
If the music's pumping it will give you new life
You're a superstar
Yes, that's what you are, you know it

[Chorus]
Come on vogue (Vogue, vogue)
Let your body groove to the music (Groove to the music)
Hey, hey, hey
Come on, vogue (Vogue, vogue)
Let your body go with the flow (Go with the flow)
You know you can do it

[Bridge]
Beauty's where you find it
Not just where you bump and grind it
Soul is in the musical
That's where I feel so beautiful
Magical, life's a ball, so
Get up on the dance floor

[Chorus]
Vogue (Vogue)
Let your body move to the music (Move to the music)
Hey, hey, hey
Come on, vogue (Vogue, vogue)
Let your body go with the flow (Go with the flow)
You know you can do it

[Refrain]
Vogue (Vogue)
Beauty's where you find it (Move to the music)
Vogue (Vogue)
Beauty's where you find it (Go with the flow)

[Verse 3]
Greta Garbo, and Monroe
Dietrich and DiMaggio
Marlon Brando, Jimmy Dean
On the cover of a magazine
Grace Kelly, Harlow, Jean
Picture of a beauty queen
Gene Kelly, Fred Astaire
Ginger Rogers dance on air
They had style, they had grace
Rita Hayworth gave good face
Lauren, Katharine, Lana too
Bette Davis, we love you
Ladies with an attitude
Fellas that were in the mood
Don't just stand there, let's get to it
Strike a pose, there's nothing to it
Vogue
Vogue (Move to the music)
Vogue
Vogue (Go with the flow)

[Outro]
Oooh, you've got to
Let your body move to the music
Oooh, you've got to just
Let your body go with the flow
Oooh, you've got to just
Vogue (Vogue, vogue, vogue)

"
1,I've Been Thinking About You,Best! The Singles 16 Tracks,Londonbeat,1995-11-20,230066,64,"

[Verse 1]
We must have been stone crazy
When we thought we were just friends
'Cause I miss you, baby
And I've got those feelings again
I guess I'm all confused about you
I feel so in love
Oh, baby, what can I do?

[Chorus]
I've been thinking about you
I've been thinking about you
I've been thinking about you
I've been thinking about you, shi-pow-pow

[Verse 2]
Suddenly we're strangers
I watch you walking away
She was my one temptation
Oh, I did not want her to stay
Deep down, I'm still confused about you
(Oh yes I am baby)
I feel so in love
Oh, baby, what can I do?

[Chorus]
I've been thinking about you
I've been thinking about you
I've been thinking about you
I've been thinking about you, shi-pow-pow

[Bridge]
What good is being here without you? (I wanna know)
I feel so in love
Oh, baby, what can I do?

[Chorus]
I've been thinking about you
I've been thinking about you
I've been thinking about you
I've been thinking about you, shi-pow-pow

[Chorus till fade]
(Oh baby, can't get you off my mind)
(Think about you all the time)

"
2,Freedom! '90,Ladies And Gentlemen... The Best Of George Michael,George Michael,1998-11-09,388400,57,"

[Intro]
I won't let you down
I will not give you up
Gotta have some faith in the sound
It's the one good thing that I've got
I won't let you down
So please don't give me up
Because I would really, really love to stick around
Oh yeah

[Verse 1]
Heaven knows I was just a young boy
Didn't know what I wanted to be
I was every little hungry schoolgirl's pride and joy
And I guess it was enough for me
To win the race, a prettier face
Brand new clothes and a big fat place
On your rock and roll TV
But today the way I play the game is not the same, no way
Think I'm gonna get me some happy

[Pre-Chorus]
I think there's something you should know
I think it's time I told you so
There's something deep inside of me
There's someone else I've got to be
Take back your picture in a frame
Take back your singing in the rain
I just hope you understand
Sometimes the clothes do not make the man

[Chorus]
All we have to do now
Is take these lies and make them true somehow
All we have to see
Is that I don't belong to you
And you don't belong to me (Yeah, Yeah!)
Freedom!
I won't let you down (Freedom!)
I will not give you up (Freedom!)
Gotta have some faith in the sound
(You got to give what you take)
It's the one good thing that I've got, (Freedom!)
I won't let you down (Freedom!)
So please don't give me up (Freedom!)
Cause I would really, really love to stick around (You got to give what you take)

[Verse 2]
Heaven knows we sure had some fun, boy
What a kick, just a buddy and me
(What a kick, just a buddy and me)
We had every big-shot goodtime band on the run, boy
We were living in a fantasy
We won the race, got out of the place
Went back home, got a brand new face for the boys on MTV
But today the way I play the game has got to change oh yeah
Now I'm gonna get myself happy

[Pre-Chorus]
I think there's something you should know
I think it's time I stopped the show
There's something deep inside of me
There's someone I forgot to be
Take back your picture in a frame
Don’t think that I’ll be back again
I just hope you understand
Sometimes the clothes do not make the man

[Chorus]
All we have to do now
Is take these lies and make them true somehow
All we have to see
Is that I don't belong to you
And you don't belong to me (Yeah, Yeah!)
Freedom
I won't let you down (Freedom!)
I will not give you up, (Freedom!)
Gotta have some faith in the sound
(You got to give what you take)
It's the one good thing that I've got (Freedom!)
I won't let you down (Freedom!)
So please don't give me up (Freedom!)
Cause I would really, really love to stick around (You got to give what you take)

[Bridge]
Well it looks like the road to heaven
But it feels like the road to hell
When I knew which side my bread was buttered
I took the knife as well
Posing for another picture
Everybody's got to sell
But when you shake your ass
They notice fast
And some mistakes were built to last
That's what you get
I say that's what you get
That's what you get for changing your mind
And after all this time
I just hope you understand
Sometimes the clothes do not make the man

[Chorus]
All we have to do now
Is take these lies and make them true somehow
All we have to see
Is that I don't belong to you
And you don't belong to me (Yeah, Yeah!)
Freedom! (Oh!)
Freedom!
(My) Freedom!
You got to give what you take!
Freedom!
I'll hold on to my (Freedom!)
My (Freedom!)
You got to give what you take! (You got to give what, to give what, to give what you take!)

[Outro]
Yeah!
You got to give what, to give what, to give
May not be what you want from me
Just the way it's got to be
Lose the face now
I've got to live

"
3,I Don't Know Anybody Else,Dreamland,Black Box,1990-04-09,273058,40,"

Tell me what you want and nothing more...

I don't know
I don't know
I don't know anybody else

I don't know
I don't know
I don't know anybody else

I don't know
I don't know
I don't know anybody else

I don't know
I don't know
I don't know anybody else

I'll tell you what I know so well
Your love is standing tall and swell
Why! Come on out and hear him say
Gonna get you now! Gonna get to you!
We're livin' by this inspiration

Come on, come on, come on, come on, come on!
You 'n' nobody else
Come on, come on, come on, come on, come on!
Just walk this way
Come on, come on, come on, come on, come on!
You 'n' nobody else
I wanna take you! So close to you!

Just gotta touch me
Just gotta touch me, touch me
Just gotta touch me
Just gotta touch me, touch me

Can't you say it to my eyes, to my face?
There's no need to wait
Gonna get you now! Gonna get to you!
We're livin' by this inspiration

Come on, come on, come on, come on, come on!
You 'n' nobody else
Come on, come on, come on, come on, come on!
Just walk this way
Come on, come on, come on, come on, come on!
You 'n' nobody else
I wanna take you! So close to you!

Just gotta touch me
Just gotta touch me, touch me
Just gotta touch me
Just gotta touch me, touch me

Just gotta touch me
Just gotta touch me, touch me
Just gotta touch me
Just gotta touch me, touch me

I don't know
I don't know
I don't know anybody else

I don't know
I don't know
I don't know anybody else

I don't know
I don't know
I don't know anybody else

I don't know
I don't know
I don't know anybody else

Come on, come on, come on, come on
Come on, come on

"
4,Happening All Over Again,Bad Mood,Lonnie Gordon,1993-01-01,211093,40,"

You told me I'd never leave you baby
But I don't believe this is happening all over again

I was such a fool
To think that you would ever change your ways
Even put your hand upon your heart
And said that no-one else can take my place
How was I so blind
I trusted every single word you said
I know I should have seen the light
But I just let your love go to my head

Ive taken you back before 'cause you told me you've changed
Looked in my eyes and said

Believe me, then you
Broke my heart and deceived me, when you
Said you never could leave me
But its happening all over again (no, no, no)

I promised to myself
I'd never make the same mistakes again (same mistakes)
And though I looked for someone else
I never really want to walk away

It seems that your just the same, I forgot all the pain
Look in your eyes, you said

Believe me, then you
Broke my heart and deceived me, when you
Said you never could leave me
But its happening all over again
But its happening all over again
(You said believe me)
But its happening all over again
(Deceived me)
But its happening all over again
(Believe me)
But its happening all over again
But its happening all over again

Ive taken you back before 'cause you told me you've changed
Looked in my eyes and said

(Repeat till fade)
Believe me, then you
Broke my heart and deceived me, when you
Said you never could leave me
But its happening all over again

"
5,The Power,World Power,SNAP!,1990-01-01,228993,60,"

[Spoken Intro]
""Американская фирма Transceptor Technology приступила к производству компьютеров «Персональный спутник».""

[Intro: Penny Ford]
I've got the power (Power, power)
Hey, yeah-eah

[Verse 1: Turbo B]
Like the crack of the whip, I Snap! attack
Front to back, in this thing called rap
Dig it like a shovel, rhyme devil on a heavenly level
Bang the bass, turn up the treble
Radical mind, day and night all the time
7:14, wise, divine
Maniac brainiac, winnin' the game
I'm the lyrical Jesse James

[Pre-Chorus: Penny Ford]
Oh-oh-oh-oh, oh-oh-oh, yeah, yeah, yeah-eah
Oh-oh-oh-oh, oh-oh-oh, yeah, getting kinda heavy

[Chorus: Turbo B]
It's getting, it's getting, it's getting kinda heavy
It's getting, it's getting, it's getting kinda heavy
It's getting, it's getting, it's getting kinda heavy
It's getting, it's getting, it's getting kinda heavy

[Refrain: Penny Ford]
I've got the power (Power, power)
(You could break my heart, you could break my heart apart)
(You could break my heart, you could break my heart apart)
I've got the power (Power, power)
(Oh-oh-oh-oh)
I've got the power (Power, power)
(You could break my heart, you could break my heart apart)
(You could break my heart, you could break my heart apart)
I've got the power (Power, power)
(Oh-oh-oh-oh)

[Chorus: Turbo B]
It's getting, it's getting, it's getting kinda hectic
It's getting, it's getting, it's getting kinda hectic
It's getting, it's getting, it's getting kinda hectic
It's getting, it's getting, it's getting kinda hectic

[Verse 2: Turbo B]
Quality I possess, some say I'm fresh
When my voice goes through the mesh
Of the microphone that I am holding
Copy written lyrics so they can't be stolen
If they are, Snap! Don't need the police
To try to save them, your voice will cease
So please, stay off my back
Or I will attack, and you don't want that

[Refrain: Penny Ford]
I've got the power (Power, power)
(You could break my heart, you could break my heart apart)
(You could break my heart, you could break my heart apart)
I've got the power (Power, power)
(Oh-oh-oh-oh)
I've got the power (Power, power)
(You could break my heart, you could break my heart apart)
(You could break my heart, you could break my heart apart)
I've got the power (Power, power)
(Oh-oh-oh-oh)

[Verse 3: Turbo B]
Quality I possess, some say I'm fresh
When my voice goes through the mesh
Of the microphone that I am holding
Copy written lyrics so they can't be stolen
If they are, Snap! Don't need the police
To try to save them, your voice will cease
So please, stay off my back
Or I will attack, and you don't want that

[Refrain: Penny Ford]
I've got the power (Power, power)
(You could break my heart, you could break my heart apart)
(You could break my heart, you could break my heart apart)
I've got the power (Power, power)
(Oh-oh-oh-oh)
I've got the power (Power, power)
(You could break my heart, you could break my heart apart)
(You could break my heart, you could break my heart apart)
I've got the power (Power, power)
(Oh-oh-oh-oh)

[Outro: Penny Ford]
I've got the power (Power, power)

"
6,Step by Step,Step By Step,New Kids On The Block,1990-06-04,267293,61,"

[Intro]
Step by step, ooh baby
Gonna get to you, girl
Step by step, rah

[Chorus]
Step by step, ooh baby
Gonna get to you, girl
Step by step, ooh baby
Really want you in my world

[Verse 1]
(Step) Hey girl, in your eyes
I see a picture of me all the time
(Step) Hey girl, when you smile
You got to know that you drive me wild

[Pre-Chorus]
(Step by step) Ooh baby
You're always on my mind
(Step by step) Ooh girl
Really think it's just a matter of time

[Chorus]
Step by step, ooh baby
Gonna get to you girl
Step by step, ooh baby
Really want you in my world

[Verse 2]
(Step) Hey girl, can't you see?
I've got to have you all just for me
(Step) And girl, yes, it's true
No one else will ever do

[Pre-Chorus]
(Step by step) Ooh baby
You're always on my mind
(Step by step) Ooh girl
Really think it's just a matter of time

[Chorus]
Step by step, ooh baby
Gonna get to you girl
Step by step, ooh baby
Really want you in my world

[Bridge]
Step, step
Step, step by step
(Step one) We can have lots of fun
(Step two) There's so much we can do
(Step three) It's just you and me
(Step four) I can give you more
(Step five) Don't you know that the time has arrived?
Huh!

[Breakdown]
(Step by step)
Don't you know I need you?
(Step by step)
Yes, I do, girl

[Pre-Chorus]
(Step by step) Ooh baby
You're always on my mind
(Step by step) Ooh girl
Really think it's just a matter of time

[Chorus]
Step by step
(Step by step, girl), ooh baby
Gonna get to you girl, to you girl
Step by step, yeah, ooh baby
(I want you, I need you)
Really want you in my world
(I want you in my world)

[Outro]
(Step by step) Ooh, to you girl
(Step by step) Oh girl
Really want you in my world
Step by step, ooh baby
Gonna get to you girl
Step by step, ooh baby

"
7,Groove Is in the Heart,World Clique,Deee-Lite,1990,231786,63,"

[Sampled Intro]
(We're going to dance)
(We're going to dance)
(We're going to dance and have some fun)

[Intro: (Bootsy Collins)]
(Dig!)

[Verse 1: Lady Miss Kier, (Bootsy Collins), ((Q-Tip))]
The chills that you spill up my back keep me filled
With satisfaction when we're done
Satisfaction of what's to come
I couldn't ask for another
No, I couldn't ask for another (You know that's right)
Your groove I do deeply dig
No walls, only the bridge
My supper dish, my succotash wish (Sing it, baby)
I couldn't ask for another (Uh huh, uh huh)
No, I couldn't ask for another

[Chorus: Lady Miss Kier, (Bootsy Collins)]
Groove is in the heart
Groove is in the heart
Groove is in the heart (Astronomical)
Groove is in the heart
(Watch out)

[Verse 2: Lady Miss Kier]
The depth of hula groove
Moves us to the nth hoop
We're gonna groove to Horton Hears a Who-who
I couldn't ask for another
No, I couldn't ask for another
DJ Soul was on a roll
I've been told he can't be sold
He's not vicious or malicious
Just de-lovely and delicious
I couldn't ask for another

[Verse 3: Q-Tip, Bootsy Collins]
Unh, some looks in this torso (yeah)
Hot, got a deal, you wanna know (wanna know)
Delightful, truly delightful (lightful)
Makin' it, doin' it, 'specially at a show (show)
Feelin' kinda high like a Hendrix haze (haze)
Music makes motion, moves like a maze (maze)
All inside of me, side, heart especially (yeah)
Note of the rhythm, where I wanna be (c'mon)
Flowin', glowin' with electric eyes (eyes)
You dip to the dive, baby yo, realize (yeah)
When will you see the funky side of me?
Baby, you'll see that rhythm is the key (yeah)
Get, get, wit' it, wit' it, can't think, quit it, quit it
Stomp on the street when I hear a funk beat (bloop)
Playin' Pied Piper, follow what's true
Baby, just sing about the groove!
Sing it

[Chorus: Lady Miss Kier]
Groove is in the heart (na na na na na)
Groove is in the heart (na na na na na)
Groove is in the heart (na na na na na)
Groove is in the heart
(One, two, three)

[Ad lib: Q-Tip, (Bootsy Collins)]
Blow them horns along
(The groove is in your heart)

[Chorus: Lady Miss Kier, (Bootsy Collins)]
Groove is in the heart (yeah)
Groove is in the heart
Groove is in the heart
Groove is in the heart

[Outro: Spoken]
Hmmmmm
He he he he
C'mon, y'all deep
Y'all are crazy, man

"
8,Killer,Doctor Adamski’s Musical Pharmacy,Adamski,1990-01-01,250760,53,"

[Verse 1]
So you want
To be free?
To live your life
The way you wanna be?
Will you give
If we cry?
Will we live
Or will we die? Ha-ha

[Bridge]
Tainted hearts (Hearts)
Heal with time
Shoot that love
So we can stop the bleedin'

[Chorus]
Solitary brother
Is there still a part of you that wants to live?
Solitary sister
Is there still a part of you that wants to give?
Solitary brother
Is there still a part of you that wants to live?
Solitary sister
Is there still a part of you that wants to give?

[Verse 2]
If we try
And live your live
The way you wanna be-e-e-e (Yeah)

[Chorus]
Solitary brother
Is there still a part of you that wants to live?
Solitary sister
Is there still a part of you that wants to give?
Solitary brother
Is there still a part of you that wants to live?
Solitary sister
Is there still a part of you that wants to give?

[Outro]
Racism in among future kings can only lead to no good
And besides
All our sons and daughters already know how that feels
Yeah
Made of love

"
9,U Can't Touch This,Please Hammer Don't Hurt 'Em,MC Hammer,1990-02-20,257360,73,"

[Chorus]
You can't touch this
You can't touch this
You can't touch this
You can't touch this

[Verse 1]
My, my, my my music hits me so hard
Makes me say, ""Oh my Lord""
Thank you for blessin' me
With a mind to rhyme and two hype feet
It feels good, when you know you're down
A super dope homeboy from the Oaktown
And I'm known as such
And this is a beat, uh, you can't touch

[Chorus]
I told you homeboy (You can't touch this)
Yeah, that's how we livin' and ya know (You can't touch this)
Look in my eyes, man (You can't touch this)
Yo, let me bust the funky lyrics (You can't touch this)

[Verse 2]
Fresh new kicks, and pants
You gotta like that, now you know you wanna dance
So move outta yo seat
And get a fly girl and catch this beat
While it's rollin', hold on!
Pump a little bit and let 'em know it's goin' on
Like that, like that
Cold on a mission, so fall on back
Let 'em know that you're too much
And this is a beat, uh, they can't touch

[Chorus]
Yo, I told you (Can't touch this)
Why you standin' there, man? (You can't touch this)
Yo, sound the bell, school's in, sucka (You can't touch this)

[Verse 3]
Give me a song, or rhythm
Makin' 'em sweat, that's what I'm givin' 'em
Now, they know
You talkin' 'bout the Hammer, you're talkin' 'bout a show
That's hyped, and tight
Singers are sweatin', so pass them a wipe
Or a tape, to learn
What's it gonna take in the 90's to burn
The charts? Legit
Either work hard or you might as well quit

[Chorus]
That's word because you know (You can't touch this)
(You can't touch this)
Break it down!

[Breakdown]
Stop, Hammer time!

[Verse 4]
Go with the flow, it is said
That if you can't groove to this then you probably are dead
So wave yo hands in the air
Bust a few moves, run your fingers through your hair
This is it, for a winner
Dance to this and you're gonna get thinner
Move, slide your rump
Just for a minute let's all do the bump
(Bump, bump, bump)

[Chorus]
Yeah (You can't touch this)
Look, man (You can't touch this)
You better get hype, boy, because you know you can't (You can't touch this)
Ring the bell, school's back in
Break it down!

[Breakdown]
Stop, Hammer time!

[Chorus]
You can't touch this
You can't touch this
You can't touch this
You can't touch this
Break it down!

[Breakdown]
Stop, Hammer time!

[Verse 5]
Every time you see me, the Hammer's just so hyped
I'm dope on the floor and I'm magic on the mic
Now why would I ever stop doin' this?
With others makin' records that just don't hit
I've toured around the world, from London to the Bay
It's ""Hammer!"" ""Go Hammer!"" ""MC Hammer!"" Yo Hammer!""
And the rest can go and play
You can't touch this

[Chorus]
You can't touch this
You can't touch this
Yeah (You can't touch this)
I told you (Can't touch this)
Too hot (Can't touch this)
Yo, we outta here (Can't touch this)

"
