,name,album,artist,release date,length,popularity,lyrics
48,Who's That Chick? (feat. Rihanna),One More Love,David Guetta,2010-11-22,201040,67,"

[Verse 1: Rihanna]
Feel the adrenaline moving under my skin
It's an addiction, such an eruption
Sound is my remedy, feeding me energy
Music is all I need

[Pre-Chorus: Rihanna]
Baby, I just wanna dance
I don't really care
I just wanna dance
I don't really care, care, care
(You can feel it in the air, yeah)

[Chorus: Rihanna]
She's been a crazy Dita
Disco diva and you wonder
Who's that chick? Who's that chick?
Too cold for you to keep her
Too hot for you to leave her
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?

[Verse 2: Rihanna]
Back on the dance floor, bad enough to take me home
Bass kicking so hard, blazing through my beating heart
French kissing on the floor, heart is beating hardcore
Heard everybody is getting a little sexy off the Crazy Juice
This will end up on the news

[Pre-Chorus: Rihanna]
Baby, I just wanna dance
I don't really care
I just wanna dance
I don't really care, care, care
(You can feel it in the air, yeah)

[Chorus: Rihanna]
She's been a crazy Dita
Disco diva and you wonder
Who's that chick? Who's that chick?
Too cold for you to keep her
Too hot for you to leave her
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?

[Bridge: Rihanna]
Ultra sexual
The night has got me love sprung
I won't stop until the sun is up, oh yeah
My heart is a dancer, beating like a disco drum
(Oh-oh-oh-ooh-oh-oh-oh)
Ultra sexual
The night has got me love sprung
I won't stop until the sun is up, oh yeah
My heart is a dancer, beating like a disco drum
Beating like a disco drum
(Beating like a disco drum)
Beating like a disco drum

[Chorus: Rihanna]
She's been a crazy Dita
Disco diva and you wonder
Who's that chick? Who's that chick?
Too cold for you to keep her
Too hot for you to leave her
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?
Who's that chick? Who's that chick?

"
49,Sexy And I Know It,Sorry For Party Rocking,LMFAO,2011-01-01,199480,67,"

[Intro]
Yeah, yeah

[Verse 1]
When I walk on by, girls be looking like, ""Damn, he fly""
I pimp to the beat, walking down the street in my new LaFreak
Yeah, this is how I roll, animal print, pants outta control
It's Redfoo with the big afro
And like Bruce Leroy, I got the glow, yeah

[Pre-Chorus]
Girl, look at that body
Girl, look at that body
Girl, look at that body (I-I-I work out)
Girl, look at that body
Girl, look at that body
Girl, look at that body (I-I-I work out)

[Chorus]
When I walk in the spot (Yeah), this is what I see (Okay)
Everybody stops and is staring at me
I got passion in my pants and I ain't afraid to show it
Show it, show it, show it
I'm sexy and I know it
I'm sexy and I know it

[Verse 2]
Yeah
When I'm at the mall, security just can't fight 'em all
And when I'm at the beach, I'm in a speedo trying to tan my cheeks (What)
This is how I roll, come on, ladies, it's time to go
We headed to the bar, baby, don't be nervous
No shoes, no shirt, and I still get service, watch

[Pre-Chorus]
Girl, look at that body
Girl, look at that body
Girl, look at that body (I-I-I work out)
Girl, look at that body
Girl, look at that body
Girl, look at that body (I-I-I work out)

[Chorus]
When I walk in the spot (Yeah), this is what I see (Okay)
Everybody stops and is staring at me
I got passion in my pants and I ain't afraid to show it
Show it, show it, show it
I'm sexy and I know it (Ay)
I'm sexy and I know it

[Bridge]
Check it out, check it out
Wiggle, wiggle, wiggle, wiggle, wiggle, yeah
Wiggle, wiggle, wiggle, wiggle, wiggle, yeah
Wiggle, wiggle, wiggle, wiggle, wiggle, yeah
Wiggle, wiggle, wiggle, wiggle, yeah, yeah
Do the wiggle, man, I do the wiggle, man
Yeah, I'm sexy and I know it
Ay, yeah

[Pre-Chorus]
Girl, look at that body
Girl, look at that body
Girl, look at that body (I-I-I work out)
Girl, look at that body
Girl, look at that body
Girl, look at that body (I-I-I work out)

[Outro]
I'm sexy and I know it

"
50,Run the World (Girls),4,Beyoncé,2011-06-24,236093,71,"

[Intro]
Girls, we run this mutha (Yeah!)
Girls, we run this mutha (Yeah!)
Girls, we run this mutha (Yeah!)
Girls, we run this mutha girls

[Chorus]
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run this mutha? Girls!
Who run this mutha? Girls!
Who run this mutha? Girls!
Who run this mutha? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!

[Verse 1]
Some of them men think they freak this
Like we do, but no they don't
Make your check, come at they neck
Disrespect us, no they won't
Boy, don't even try to touch this (Touch this)
Boy, this beat is crazy (Crazy)
This is how they made me (Made me)
Houston, Texas, baby
This goes out to all my girls
That's in the club rocking the latest
Who will buy it for themselves and get more money later
I think I need a barber
None of these niggas can fade me
I'm so good with this, I remind you, I'm so hood with this
Boy, I'm just playing, come here, baby
Hope you still like me, F-U, pay me

[Pre-Chorus]
My persuasion can build a nation
Endless power, with our love we can devour
You'll do anything for me

[Chorus]
Who run the world? Girls! Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run this mutha? Girls!
Who run this mutha? Girls!
Who run this mutha? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls! Girls!

[Verse 2]
It's hot up in here
DJ don't be scared to run this, run this back
I'm repping for the girls who taking over the world
Help me raise a glass for the college grads
41' Rollie to let you know what time it is, check
You can't hold me (You can't hold me)
I work my nine to five and I cut my check
This goes out to all the women getting it in
Get on your grind
To the other men that respect what I do
Please accept my shine
Boy, you know you love it
How we're smart enough to make these millions
Strong enough to bear the children (Children)
Then get back to business
See, you better not play me (Me)
Oh, come here, baby
Hope you still like me
F-U, pay me

[Pre-Chorus]
My persuasion can build a nation
Endless power, with our love we can devour
You'll do anything for me

[Chorus]
Who run the world? Girls! Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run this mutha? Girls!
Who run this mutha? Girls!
Who run this mutha? Girls!
Who run this mutha? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!
Who run the world? Girls!

[Outro]
Who are we? What we run? The world
(Who run this mutha? Yeah!)
Who are we? What we run? The world
(Who run this mutha? Yeah!)
Who are we? What do we run? We run the world
(Who run this mutha? Yeah!)
Who are we? What we run? We run the world
Who run the world? Girls! Girls!

"
51,Born This Way,Born This Way (International Special Edition Version),Lady Gaga,2011-05-23,260253,72,"

[Intro]
It doesn't matter if you love him, or capital ""H-I-M"" (M, M, M)
Just put your paws up
'Cause you were born this way, baby

[Verse 1]
My mama told me when I was young
""We are all born superstars""
She rolled my hair and put my lipstick on
In the glass of her boudoir
""There's nothing wrong with loving who you are""
She said, ""'Cause He made you perfect, babe""
""So hold your head up, girl, and you'll go far
Listen to me when I say""

[Chorus]
I'm beautiful in my way
'Cause God makes no mistakes
I'm on the right track, baby
I was born this way
Don't hide yourself in regret
Just love yourself, and you're set
I'm on the right track, baby
I was born this way (Born this way)

[Post-Chorus]
Ooh, there ain't no other way
Baby, I was born this way
Baby, I was born this way (Born this way)
Ooh, there ain't no other way
Baby, I was born this way
Right track, baby
I was born this way

[Interlude]
Don't be a drag, just be a queen
Don't be a drag, just be a queen
Don't be a drag, just be a queen
Don't be (Don't be, don't be)

[Verse 2]
Give yourself prudence and love your friends
Subway kid, rejoice your truth
In the religion of the insecure
I must be myself, respect my youth
A different lover is not a sin
Believe capital H-I-M, hey, hey, hey
I love my life, I love this record and
Mi amore vole fe yah (Same DNA)

[Chorus]
I'm beautiful in my way
'Cause God makes no mistakes
I'm on the right track, baby
I was born this way
Don't hide yourself in regret
Just love yourself, and you're set
I'm on the right track, baby
I was born this way (Born this way)

[Post-Chorus]
Ooh, there ain't no other way
Baby, I was born this way
Baby, I was born this way (Born this way)
Ooh, there ain't no other way
Baby, I was born this way
Right track, baby
I was born this way

[Interlude]
(Way) Don't be, don't be...
(Way) Church

[Breakdown]
Don't be a drag, just be a queen
Whether you're broke or evergreen
You're Black, white, beige, cholo descent
You're Lebanese, you're Orient
Whether life's disabilities
Left you outcast, bullied, or teased
Rejoice and love yourself today
'Cause baby, you were born this way

[Bridge]
No matter gay, straight, or bi
Lesbian, transgender life
I'm on the right track, baby
I was born to survive
No matter Black, white, or beige
Chola or Orient made
I'm on the right track, baby
I was born to be brave!

[Chorus]
I'm beautiful in my way
'Cause God makes no mistakes
I'm on the right track, baby
I was born this way
Don't hide yourself in regret
Just love yourself, and you're set
I'm on the right track, baby
I was born this way, yeah

[Post-Chorus]
Ooh, there ain't no other way
Baby, I was born this way
Baby, I was born this way (Born this way)
Ooh, there ain't no other way
Baby, I was born this way
I'm on the right track, baby
I was born this way

[Outro]
I was born this way, hey
I was born this way, hey
I'm on the right track, baby
I was born this way, hey
I was born this way, hey
I was born this way, hey
I'm on the right track, baby
I was born this way, hey
Same DNA, but born this way (Hey, hey, hey)
Same DNA, but born this way (Hey, hey, hey)

"
52,Tonight (I'm Fuckin' You),Euphoria,Enrique Iglesias,2010,232213,62,"

[Intro: Enrique Iglesias]
You-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
You-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh

[Verse 1: Enrique Iglesias]
I know you want me
I made it obvious that I want you too
So put it on me
Let's remove the space between me and you
Now rock your body, oh-oh
Damn, I like the way that you move
So give it to me, oh, oh-oh-oh
'Cause I already know what you wanna do

[Pre-Chorus: Enrique Iglesias]
Here's the situation, been to every nation
Nobody's ever made me feel the way that you do
You know my motivation, given my reputation
Please excuse me, I don't mean to be rude

[Chorus: Enrique Iglesias]
But tonight I'm fuckin' you
Oh-oh, you know-oh, that tonight I'm fuckin' you
Oh-oh, you know-oh, that tonight I'm fuckin' you
Oh-oh, you know-oh, that tonight I'm fuckin' you
Oh-oh, you know-oh

[Verse 2: Enrique Iglesias]
You're so damn pretty
If I had a type, then baby, it would be you
I know you're ready
If I never lied, then baby, you'd be the truth

[Pre-Chorus: Enrique Iglesias]
Here's the situation, been to every nation
Nobody's ever made me feel the way that you do
You know my motivation, given my reputation
Please excuse me, I don't mean to be rude

[Chorus: Enrique Iglesias]
But tonight I'm fuckin' you
Oh-oh, you know-oh, that tonight I'm fuckin' you
Oh-oh, you know-oh, that tonight I'm fuckin' you
Oh-oh, you know-oh, that tonight I'm fuckin' you
Oh-oh, you know-oh

[Verse 3: Ludacris]
(Hah! Luda)
Tonight I'm, gonna do (Gonna do)
Everything that I want with you (With you)
Everything that you need, everything that you want
I wanna honey, I wanna stunt with you (You)
From the window to the wall, gotta give you my all (My all)
Winter and the summertime
When I get you on the springs, I'ma make you fall (Make you fall)
You got that body that make me wanna get up on the floor just to see you dance (Dance)
And I love the way you shake that ass
Turn around and let me see them pants (Pants)
You stuck with me, I'm stuck with you
Let's find something to do (Do)
Please excuse me, I don't mean to be rude

[Chorus: Enrique Iglesias]
But tonight I'm fuckin' you
Oh-oh, you know-oh, that tonight I'm fuckin' you
Oh-oh, you know-oh, that tonight I'm fuckin' you
Oh-oh, you know-oh, that tonight I'm fuckin' you
Oh-oh, you know-oh

[Outro: Enrique Iglesias]
That tonight I'm fuckin' you
Yeah, tonight I'm fuckin' you
Yeah

"
53,Till the World Ends,Femme Fatale (Deluxe Version),Britney Spears,2011-03-28,237946,65,"

[Verse 1]
This kitten got your tongue tied in knots, I see
Spit it out, 'cause I'm dying for company
I notice that you got it, you notice that I want it
You know that I can take it to the next level, baby
If you want this good -ish
Sicker than the remix
Baby, let me blow your mind tonight

[Chorus]
I can't take it, take it, take no more
Never felt like, felt like this before
Come on, get me, get me on the floor
DJ, what you, what you waiting for?

[Post-Chorus]
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh

[Verse 2]
Watch me move, when I lose, when I lose it hard
Get you off with the touch, dancin' in the dark
You notice what I'm wearin', I'm noticin' you starin'
You know that I can take it to the next level, baby
Hotter than the A-list, next one on my hit list
Baby, let me blow your mind tonight

[Chorus]
I can't take it, take it, take no more
Never felt like, felt like this before
Come on, get me, get me on the floor
DJ, what you, what you waitin' for?

[Post-Chorus]
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh

[Chorus]
See the sunlight, we ain't stoppin'
Keep on dancin' till the world ends
If you feel it, let it happen
Keep on dancin' till the world ends
Keep on dancin' till the world ends
Keep on dancin' till the world ends

[Post-Chorus]
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh

[Refrain]
See the sunlight, we ain't stoppin'
Keep on dancin' till the world ends
If you feel it, let it happen
Keep on dancin' till the world ends

"
54,Only Girl (In The World),Loud,Rihanna,2010-11-16,235493,72,"

[Intro]
La-la-la-la
La-la-la-la
La-la-la-la (Uh, yeah)
La-la-la-la

[Verse 1]
I want you to love me
Like I'm a hot ride (Uh, yeah)
Be thinking of me (Uh)
Doing what you like (Haha)
So, boy, forget about the world
'Cause it's gon' be me and you tonight (Yeah)
I wanna make you beg for it
Then I'ma make you swallow your pride, oh (Uh, uh)

[Chorus]
Want you to make me feel
Like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world
Like I'm the only one that's in command
'Cause I'm the only one who understands
How to make you feel like a man, yeah
Want you to make me feel
Like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only one

[Verse 2]
Want you to take it (Uh)
Like a thief in the night (Uh)
Hold me like a pillow
Make me feel right (Uh)
Baby, I'll tell you all my secrets that I'm keeping
You can come inside (Yeah)
And when you enter, you ain't leaving
Be my prisoner for the night, oh

[Chorus]
Want you to make me feel
Like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world
Like I'm the only one that's in command
'Cause I'm the only one who understands
Like I'm the only one who knows your heart
Only one

[Bridge]
Take me for a ride, ride
Oh, baby, take me high, high
Let me make you rise, rise
Oh, make it last all night, night
Take me for a ride, ride
Oh, baby, take me high, high
Let me make you rise, rise
Make it last all night

[Chorus]
Want you to make me feel
Like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world
Like I'm the only one that's in command
'Cause I'm the only one who understands
How to make you feel like a man
Only girl in the world
Girl in the world
Only girl in the world
Girl in the world

"
55,Without You (feat. Usher),Nothing but the Beat (Ultimate Edition),David Guetta,2012-12-07,208133,68,"

[Verse 1: Usher]
I can't win, I can't reign
I will never win this game
Without you, without you
I am lost, I am vain
I will never be the same
Without you, without you

[Verse 2: Usher]
I won't run, I won't fly
I will never make it by
Without you, without you
I can't rest, I can't fight
All I need is you and I
Without you, without you

[Chorus: Usher]
Oh-oh-oh
You, you, you
Without...
You, you, you
Without... you

[Verse 3: Usher]
Can't erase, so I'll take blame
But I can't accept that we're estranged
Without you, without you
I can't quit now, this can't be right
I can't take one more sleepless night
Without you, without you
I won't soar, I won't climb
If you're not here, I'm paralyzed
Without you, without you
I can't look, I'm so blind
I lost my heart, I lost my mind
Without you, without you

[Chorus: Usher]
Oh-oh-oh
You, you, you
Without...
You, you, you
Without... you

[Outro: Usher]
I am lost, I am vain
I will never be the same
Without you, without you
Without you

"
56,Got 2 Luv U (feat. Alexis Jordan),Tomahawk Technique,Sean Paul,2012-01-24,196640,64,"

[Hook: Sean Paul, with Alexis Jordan]
Got to love ya
Got to love ya (Yeah yeah)
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya (Baby girl)
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya (Yeah)
Got to love ya
Got to love ya
Got to love ya
Got to love ya

[Verse 1: Sean Paul]
Gyal mi nuh stay like dem boy deh weh put you down
Mi rather lift you way up off the ground
Nuff a dem fake, dem a nuh king, a clown
Only thinking 'bout dem self alone
Listen mi keen, now baby tell a mi how mi sound
Run away dem likkle boy deh weh loser prone
Mi alone a make you start fi moan and groan
'Cause mi and your love strong like a stone
Girl 'cause I

[Bridge: Alexis Jordan, Sean Paul]
I, I'll do anything I could for ya
Boy you're my only (See it deh girl!)
I, I'm gonna flip these beats on ya
You don’t even know me (Aha!)
'Cause I am, I
I don't even wanna fight, fight, fight (I don't wanna fight girl!)
Said I am, I
I ain't even gonna fight it

[Hook: Both]
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya

[Verse 2: Sean Paul]
Girl a mi alone a give you security
And mi nah just talk fi mine yuh
Mi alone a give you the remedy fi set you free
Some boy just waan fi hide you
That's why mi you a let in
Girl I'm not pettin'
Ready fi make you sweatin'
Thighs dem am checkin'
Legs them am settin'
Built for hot steppin'
Mi can't loose I'm bettin'
Girl 'cause

[Bridge: Alexis Jordan, Sean Paul]
I, I'll do anything I could for ya
Boy you're my only (See it deh girl!)
I, I'm gonna flip these beats on ya
You don't even know me (Aha!)
'Cause I am, I (Yeah, eh)
I don't even wanna fight, fight, fight (No need to fight girl)
Said I am, I
I ain't even gonna fight it (I ain't even gonna fight)

[Hook: Both, Sean Paul]
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya (Yeah, yeah, yeah)
Got to love ya
Got to love ya (Yeah, I got to love ya girl)
Got to love ya
Got to love ya
Got to love ya
Got to love ya (I got to love ya girl)
Got to love ya
Got to love ya
Got to love ya
Got to love ya

[Break: Alexis Jordan, Sean Paul]
If you were the sun
Hot steppin' girl, we're not stoppin'
Got me spinnin' in your orbit
But know it around
Good lovin', give yuh good lovin'
Boy you got me, I can't ignore it...
It's me and you forever girl!

[Bridge: Alexis Jordan, Sean Paul, Both]
I, I'll do anything I could for ya
Boy you're my only (Love that!)
I, I'm gonna flip these beats on ya
You don't even know me (Yo)
'Cause I am, I
I don't even wanna fight, fight, fight
Said I am, I
I ain't even gonna fight it (I ain't even gonna fight, alright)

[Bridge: Alexis Jordan, Sean Paul]
I (I), I'll do anything I could for ya
Boy you're my only (See it deh girl!)
I, I'm gonna flip these beats on ya
You don't even know me (Freak girl!)
'Cause I am, I
I don't even wanna fight, fight, fight (I don't wanna fight girl)
Said I am, I
I ain't even gonna fight it

[Hook: Both]
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya
Got to love ya

"
57,More - RedOne Jimmy Joker Remix,More,Usher,2010-11-22,219986,66,"

[Chorus]
If you really want more (more!), scream it out louder
Get it on the floor (floor!), bring out the fire
And light it up (up!), take it up higher
Gotta push it to the limit, give it more

[Verse 1]
Watch me as I dance in up the spotlight
Listen to the people screaming out: More, more!
'Cause I create the feeling that keep 'em coming back, uh
Yeah, I create the feeling that keep 'em coming back
So captivating when I get it on the floor

[Pre-Chorus]
Know y'all been patiently waiting, I know you need me, I can feel it
I'm a beast, I'm an animal, I'm that monster in the mirror
The headliner, finisher, I'm the closer, winner
Best when under pressure, with seconds left I show up

[Chorus]
If you really want more (more!), scream it out louder
Get it on the floor (floor!), bring out the fire
And light it up (up!), take it up higher
Gotta push it to the limit, give it more
If you really want more (more!), scream it out louder
Get it on the floor (floor!), bring out the fire
And light it up (up!), take it up higher
Gotta push it to the limit, give it more

[Verse 2]
Get out both your hands, I'm in the zone, s'aite
But I'm in the area, if you more (and) more
Cause I can't wait to feel it
I go hard, can't stop
But if I stop then just know that I'ma bring it back
Never quittin', don't believe in that

[Pre-Chorus]
Know y'all been patiently waiting, I know you need me, I can feel it
I'm a beast, I'm an animal, I'm that monster in the mirror
The headliner, finisher, I'm the closer, winner
Best when under pressure, with seconds left I show up

[Chorus]
If you really want more (more!), scream it out louder
Get it on the floor (floor!), bring out the fire
And light it up (up!), take it up higher
Gotta push it to the limit, give it more
If you really want more (more!), scream it out louder
Get it on the floor (floor!), bring out the fire
And light it up (up!), take it up higher
Gotta push it to the limit, give it more

[Bridge]
Oh ooh, oh ooh, oh ooh (I give you more)
Oh ooh, oh ooh, oh ooh (I give you, I, I give you more)
Oh ooh, oh ooh, oh ooh
Gotta push it to the limit, give it more
Oh ooh, oh ooh, oh ooh (I give you more)
Oh ooh, oh ooh, oh ooh (I give you, I, I give you more)
Oh ooh, oh ooh, oh ooh
Gotta push it to the limit, give it more

[Chorus]
If you really want more (more!), scream it out louder
Get it on the floor (floor!), bring out the fire
And light it up (up!), take it up higher
Gotta push it to the limit, give it more
If you really want more (more!), scream it out louder
Get it on the floor (floor!), bring out the fire
And light it up (up!), take it up higher
Gotta push it to the limit, give it more

[Outro]
Oh ooh, oh ooh, oh ooh
Oh ooh, oh ooh, oh ooh
Oh ooh, oh ooh, oh ooh
Gotta push it to the limit, give it more!

"
58,Higher,Rokstarr (Special Edition),Taio Cruz,2010-01-01,187626,60,"

[Intro]
Woo-ooh-ooh, woo-ooh-ooh
Woo-ooh-ooh, woo-ooh-ooh
Woo-ooh-ooh, woo-ooh-ooh
Woo-ooh-ooh, woo-ooh-ooh

[Verse 1]
Now I know how to get down on the floor (Floor)
Experienced in moves you can't ignore ('Nore)
But something 'bout this beat that's got me hooked (Hooked)
Come over here and take a closer look (Look)

[Bridge]
'Cause I can't get enough, I can't get enough
I can't stay on the ground
Whoa, I can't get enough, I can't get enough
This is taking me now

[Chorus]
It's taking me higher, higher
Higher off the ground
It's taking me higher, higher
Higher off the ground

[Post-Chorus]
Woo-ooh-ooh, woo-ooh-ooh
Woo-ooh-ooh, woo-ooh-ooh

[Verse 2]
I do this just for kicks, just for the thrill (Thrill)
I got this high without takin' a pill (Pill)
This groove has got me way over the sun (Sun)
I'm dancin' like I am the only one (One)

[Bridge]
'Cause I can't get enough, I can't get enough
I can't stay on the ground
Whoa, I can't get enough, I can't get enough
This is taking me now

[Chorus]
It's taking me higher, higher
Higher off the ground
It's taking me higher, higher
Higher off the ground

[Post-Chorus]
Woo-ooh-ooh, woo-ooh-ooh
Woo-ooh-ooh, woo-ooh-ooh

[Bridge]
The music's got me going higher
I feel like I can touch the sky

[Chorus]
It's taking me higher, higher
Higher off the ground
It's taking me higher, higher
Higher off the ground
It's taking me higher, higher
Higher off the ground
It's taking me higher, higher
Higher off the ground

[Outro]
Woo-ooh-ooh, woo-ooh-ooh
Woo-ooh-ooh, woo-ooh-ooh
Woo-ooh-ooh, woo-ooh-ooh
Woo-ooh-ooh, woo-ooh-ooh

"
59,Beautiful People,2010s Hits,Various Artists,2019-04-11,225881,54,"

[Part 1: Black Joy]

[Intro]
No no no no no

[Verse 1]
A melanated mother looking at her newborn
A black boy, he see his father in his true form
Strong, vulnerable, grace and poise, and lovable
Ungovernable, ride or die on we thuggin' to
Fondness, tenderness, caring, endearment
Intimacy, spirits you can feel it
Beloved, up above it always covered I can feel it
Thriving always flourishing, somebody tryna to kill it
But we
Stay resilient as the world stay spinning
Stay feeling with that love healing
I feel unity
Mutiny against my oppressors is what be moving me
Love with no power sentimentally
Empower no love, it is tyranny you feeling me?
Warmth and connection to my people most critically
Black love criminalized, seen as a threat
To white supremacy on every corner of the map

[Bridge]
My love
It’s on
Your face
They look

[Chorus 1]
Deep in the brown eyes lie dignity and pride
Rebuilding generations, loving the darkest nation
Hair and skin, texture
It's a celebration
(x2)

[Verse 2]
Seen everywhere, validated and acknowledged
Picked the black doll in a test paying homage
Many different shades on an earth tone rainbow
Stopped look and listen, see we glisten and our frame glow
Pleasure like a soul food plate when you ain't ate
Collard greens, mac and cheese, red velvet cake
We can celebrate
Set it straight
Libation meditate
Increase and educate
Decrease the murder rate
Sharp like in a [?]
Suited and booted
Civilize and refine
Move as a movement
Gorgeous and beautiful
Uplift and multiply
Platforms generate
Incomes to amplify
How we see ourselves, be ourselves, see our wealth
Dreaming of equity, power, and mental health
Self-determination, respect, and dignity
Need spaces that reflect our identity

[Bridge]
My love
It’s on
Your face
They look
(x2)

Nah nah nah nah nah
It wears on my face

[Bridge]
My love
It's on
Your face
They look
(x2)

[Outro]
It's on my face
Get it get it get it
Like it's every day
Like it's every day
It's on my face
My every day
My every day

[Part II: We The People (Covert/Overt)]

What's good people
It's a pleasure to be here
In the physical
It’s quite rare to see us, you know, all intact
You know what I mean, like
Public enemy for real
Feeling like heavy
Heavy handle like the sky’s made of metal
You feel me?

[Chorus 2]
Lynching, hate crimes, drawn swastikas
[?], burnin’ crosses as they toss to us, [?]
Tokenism, flag waving, white [?]
Blame the victim, paternalism, the lie is missing
(x2)

[Verse 3]
Covert, overt
Saviors here to work
Self-appointed
Trained to disconnect the past from the present moment
Wired to resist the truth
Post-racial attitudes
Claiming [?] through reverse
Benefits from terror moves
Beneficiaries of terrorism and argumentive
Country built off this false premise, y'all offended?
Here to crack on my bones and teeth, no relief
Impunity, for police, there is no belief
Segregation, separatism, restricted covenants
Withdraw the funding, redraw the country
Profiling holidays with slaveowners bootstrap pull up
Standing on my back tell me to get up with sit ups
Conflict, dissonance, instability
Uncertainty, lack of control, stifles ability
Humiliate, reduce, destroy
Imagination that produces joy
Inside the minds of black girls and boys

[Chorus 2]
Lynching, hate crimes, drawn swastikas
[?], burnin’ crosses as they toss to us, [?]
Tokenism, flag waving, white [?]
Blame the victim, paternalism, the lie is missing
(x2)

"
60,The Edge Of Glory,Born This Way (International Special Edition Version),Lady Gaga,2011-05-23,320546,67,"

[Verse 1]
There ain't no reason you and me should be alone
Tonight, yeah, baby
Tonight, yeah, baby
But I got a reason that you-hoo should take me home tonight
I need a man that thinks it right when it's so wrong
Tonight, yeah, baby
Tonight, yeah, baby
Right on the limit's where we know we both belong, tonight

[Pre-Chorus]
It's hot to feel the rush
To brush the dangerous
I'm gonna run right to, to the edge with you
Where we can both fall far in love

[Chorus]
I'm on the edge of glory
And I'm hangin' on a moment of truth
Out on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge
The edge, the edge, the edge
The edge, the edge, the edge
I'm on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge with you

[Verse 2]
Another shot, before we kiss the other side
Tonight, yeah, baby
Tonight, yeah, baby
I'm on the edge of something final we call life, tonight
(Alright! Alright!)
Put on your shades, 'cause I'll be dancing in the flames
Tonight, yeah, baby
Tonight, yeah, baby
It isn't hell if everybody knows my name, tonight
(Alright! Alright!)

[Pre-Chorus]
It's hot to feel the rush
To brush the dangerous
I'm gonna run right to, to the edge with you
Where we can both fall far in love

[Chorus]
I'm on the edge of glory
And I'm hangin' on a moment of truth
Out on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge
The edge, the edge, the edge
The edge, the edge, the edge
I'm on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge with you
I'm on the edge with you
I'm on the edge with you

[Saxophone Solo]

[Chorus]
I'm on the edge of glory
And I'm hangin' on a moment of truth
Out on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge
The edge, the edge, the edge
The edge, the edge, the edge
I'm on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge with you, with you, with you, with you, with you
I'm on the edge with you, with you, with you, with you, with you
I'm on the edge with you, with you, with you, with you, with you
I'm on the edge with you, with you, with you, with you, with you

"
